"Id","Priority","Status","System","Category","File","Class","Evidence","Risk","Recommendation","Verification","Notes"
"SERIAL-0383","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ArcanistStatueSouthAddon.cs","Server.Items.ArcanistStatueSouthDeed","Serialize:L54;Deserialize:L61;SerialCtor:L51","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0384","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/BallotBox.cs","Server.Items.BallotBox","Serialize:L308;Deserialize:L323;SerialCtor:L49","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0385","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/BallotBox.cs","Server.Items.BallotBoxAddon","Serialize:L354;Deserialize:L361;SerialCtor:L351","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0386","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/BallotBox.cs","Server.Items.BallotBoxDeed","Serialize:L387;Deserialize:L394;SerialCtor:L384","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0387","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/DartBoard.cs","Server.Items.DartBoard","Serialize:L100;Deserialize:L107;SerialCtor:L31","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0388","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/DartBoard.cs","Server.Items.DartBoardEastAddon","Serialize:L130;Deserialize:L137;SerialCtor:L127","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0389","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/DartBoard.cs","Server.Items.DartBoardEastDeed","Serialize:L163;Deserialize:L170;SerialCtor:L160","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0390","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/DartBoard.cs","Server.Items.DartBoardSouthAddon","Serialize:L193;Deserialize:L200;SerialCtor:L190","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0391","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/DartBoard.cs","Server.Items.DartBoardSouthDeed","Serialize:L226;Deserialize:L233;SerialCtor:L223","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0392","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ElvenBedEastAddon.cs","Server.Items.ElvenBedEastAddon","Serialize:L23;Deserialize:L30;SerialCtor:L20","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0393","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ElvenBedEastAddon.cs","Server.Items.ElvenBedEastDeed","Serialize:L55;Deserialize:L62;SerialCtor:L52","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0394","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ElvenBedSouthAddon.cs","Server.Items.ElvenBedSouthAddon","Serialize:L23;Deserialize:L30;SerialCtor:L20","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0395","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ElvenBedSouthAddon.cs","Server.Items.ElvenBedSouthDeed","Serialize:L55;Deserialize:L62;SerialCtor:L52","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0396","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ElvenDresserEastAddon.cs","Server.Items.ElvenDresserEastAddon","Serialize:L23;Deserialize:L30;SerialCtor:L20","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0397","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ElvenDresserEastAddon.cs","Server.Items.ElvenDresserEastDeed","Serialize:L55;Deserialize:L62;SerialCtor:L52","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0398","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ElvenDresserSouthAddon.cs","Server.Items.ElvenDresserSouthAddon","Serialize:L23;Deserialize:L30;SerialCtor:L20","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0399","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ElvenDresserSouthAddon.cs","Server.Items.ElvenDresserSouthDeed","Serialize:L55;Deserialize:L62;SerialCtor:L52","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0400","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ElvenForgeAddon.cs","Server.Items.ElvenForgeAddon","Serialize:L22;Deserialize:L29;SerialCtor:L19","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0401","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ElvenForgeAddon.cs","Server.Items.ElvenForgeDeed","Serialize:L54;Deserialize:L61;SerialCtor:L51","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0402","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ElvenLoveseatEastAddon.cs","Server.Items.ElvenLoveseatEastAddon","Serialize:L23;Deserialize:L30;SerialCtor:L20","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0403","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ElvenLoveseatEastAddon.cs","Server.Items.ElvenLoveseatEastDeed","Serialize:L55;Deserialize:L62;SerialCtor:L52","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0404","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ElvenLoveseatSouthAddon.cs","Server.Items.ElvenLoveseatSouthAddon","Serialize:L23;Deserialize:L30;SerialCtor:L20","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0405","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ElvenLoveseatSouthAddon.cs","Server.Items.ElvenLoveseatSouthDeed","Serialize:L55;Deserialize:L62;SerialCtor:L52","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0406","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ElvenSpinningwheelEastAddon.cs","Server.Items.ElvenSpinningwheelEastAddon","Serialize:L22;Deserialize:L29;SerialCtor:L19","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0407","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ElvenSpinningwheelEastAddon.cs","Server.Items.ElvenSpinningwheelEastDeed","Serialize:L143;Deserialize:L150;SerialCtor:L140","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0408","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ElvenSpinningwheelSouthAddon.cs","Server.Items.ElvenSpinningwheelSouthAddon","Serialize:L22;Deserialize:L29;SerialCtor:L19","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0409","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ElvenSpinningwheelSouthAddon.cs","Server.Items.ElvenSpinningwheelSouthDeed","Serialize:L145;Deserialize:L152;SerialCtor:L142","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0410","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ElvenStoveEastAddon.cs","Server.Items.ElvenStoveEastAddon","Serialize:L22;Deserialize:L29;SerialCtor:L19","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0411","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ElvenStoveEastAddon.cs","Server.Items.ElvenStoveEastDeed","Serialize:L54;Deserialize:L61;SerialCtor:L51","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0412","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ElvenStoveSouthAddon.cs","Server.Items.ElvenStoveSouthAddon","Serialize:L22;Deserialize:L29;SerialCtor:L19","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0413","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ElvenStoveSouthAddon.cs","Server.Items.ElvenStoveSouthDeed","Serialize:L54;Deserialize:L61;SerialCtor:L51","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0414","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ElvenWashbasinEastAddon.cs","Server.Items.ElvenWashBasinEastAddon","Serialize:L23;Deserialize:L30;SerialCtor:L20","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0415","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ElvenWashbasinEastAddon.cs","Server.Items.ElvenWashBasinEastDeed","Serialize:L55;Deserialize:L62;SerialCtor:L52","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0416","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ElvenWashbasinSouthAddon.cs","Server.Items.ElvenWashBasinSouthAddon","Serialize:L23;Deserialize:L30;SerialCtor:L20","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0417","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ElvenWashbasinSouthAddon.cs","Server.Items.ElvenWashBasinSouthDeed","Serialize:L55;Deserialize:L62;SerialCtor:L52","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0418","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/FancyElvenTableEastAddon.cs","Server.Items.FancyElvenTableEastAddon","Serialize:L24;Deserialize:L31;SerialCtor:L21","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0419","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/FancyElvenTableEastAddon.cs","Server.Items.FancyElvenTableEastDeed","Serialize:L56;Deserialize:L63;SerialCtor:L53","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0420","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/FancyElvenTableSouthAddon.cs","Server.Items.FancyElvenTableSouthAddon","Serialize:L24;Deserialize:L31;SerialCtor:L21","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0421","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/FancyElvenTableSouthAddon.cs","Server.Items.FancyElvenTableSouthDeed","Serialize:L56;Deserialize:L63;SerialCtor:L53","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0422","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/GiantWebs.cs","Server.Items.GiantWeb1","Serialize:L31;Deserialize:L38;SerialCtor:L28","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0423","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/GiantWebs.cs","Server.Items.GiantWeb2","Serialize:L67;Deserialize:L74;SerialCtor:L64","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0424","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/GiantWebs.cs","Server.Items.GiantWeb3","Serialize:L103;Deserialize:L110;SerialCtor:L100","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0425","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/GiantWebs.cs","Server.Items.GiantWeb4","Serialize:L139;Deserialize:L146;SerialCtor:L136","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0426","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/GiantWebs.cs","Server.Items.GiantWeb5","Serialize:L175;Deserialize:L182;SerialCtor:L172","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0427","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/GiantWebs.cs","Server.Items.GiantWeb6","Serialize:L211;Deserialize:L218;SerialCtor:L208","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0428","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/JackOLantern.cs","Server.Items.JackOLantern","Serialize:L56;Deserialize:L63;SerialCtor:L53","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0429","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/LargeStoneTableEastAddon.cs","Server.Items.LargeStoneTableEastAddon","Serialize:L34;Deserialize:L41;SerialCtor:L31;VersionWrite:L38;VersionRead:L45","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0430","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/LargeStoneTableSouthAddon.cs","Server.Items.LargeStoneTableSouthAddon","Serialize:L34;Deserialize:L41;SerialCtor:L31;VersionWrite:L38;VersionRead:L45","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0431","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/MediumStoneTableEastAddon.cs","Server.Items.MediumStoneTableEastAddon","Serialize:L33;Deserialize:L40;SerialCtor:L30;VersionWrite:L37;VersionRead:L44","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0432","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/MediumStoneTableSouthAddon.cs","Server.Items.MediumStoneTableSouthAddon","Serialize:L33;Deserialize:L40;SerialCtor:L30;VersionWrite:L37;VersionRead:L44","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0433","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/OrnateElvenTableEastAddon.cs","Server.Items.OrnateElvenTableEastAddon","Serialize:L24;Deserialize:L31;SerialCtor:L21","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0434","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/OrnateElvenTableEastAddon.cs","Server.Items.OrnateElvenTableEastDeed","Serialize:L56;Deserialize:L63;SerialCtor:L53","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0435","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/OrnateElvenTableSouthAddon.cs","Server.Items.OrnateElvenTableSouthAddon","Serialize:L24;Deserialize:L31;SerialCtor:L21","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0436","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/OrnateElvenTableSouthAddon.cs","Server.Items.OrnateElvenTableSouthDeed","Serialize:L56;Deserialize:L63;SerialCtor:L53","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0437","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ParrotPerchAddon.cs","Server.Items.ParrotPerchAddon","Serialize:L22;Deserialize:L29;SerialCtor:L19","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0438","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/ParrotPerchAddon.cs","Server.Items.ParrotPerchDeed","Serialize:L54;Deserialize:L61;SerialCtor:L51","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0439","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/PyramidAddon.cs","Server.Items.PyramidAddon","Serialize:L47;Deserialize:L54;SerialCtor:L44","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0440","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/SerpentPillarAddon.cs","Server.Items.SerpentPillarAddon","Serialize:L38;Deserialize:L45;SerialCtor:L35","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0441","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/SkullPileAddon.cs","Server.Items.SkullPileAddon","Serialize:L28;Deserialize:L35;SerialCtor:L25","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0442","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/SquirrelStatueEastAddon.cs","Server.Items.SquirrelStatueEastAddon","Serialize:L22;Deserialize:L29;SerialCtor:L19","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0443","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/SquirrelStatueEastAddon.cs","Server.Items.SquirrelStatueEastDeed","Serialize:L54;Deserialize:L61;SerialCtor:L51","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0444","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/SquirrelStatueSouthAddon.cs","Server.Items.SquirrelStatueSouthAddon","Serialize:L22;Deserialize:L29;SerialCtor:L19","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0445","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/SquirrelStatueSouthAddon.cs","Server.Items.SquirrelStatueSouthDeed","Serialize:L54;Deserialize:L61;SerialCtor:L51","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0446","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/TallElvenBedEastAddon.cs","Server.Items.TallElvenBedEastAddon","Serialize:L25;Deserialize:L32;SerialCtor:L22","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0447","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/TallElvenBedEastAddon.cs","Server.Items.TallElvenBedEastDeed","Serialize:L57;Deserialize:L64;SerialCtor:L54","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0448","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/TallElvenBedSouthAddon.cs","Server.Items.TallElvenBedSouthAddon","Serialize:L25;Deserialize:L32;SerialCtor:L22","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0449","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/TallElvenBedSouthAddon.cs","Server.Items.TallElvenBedSouthDeed","Serialize:L57;Deserialize:L64;SerialCtor:L54","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0450","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/WarriorStatueEastAddon.cs","Server.Items.WarriorStatueEastAddon","Serialize:L22;Deserialize:L29;SerialCtor:L19","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0451","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/WarriorStatueEastAddon.cs","Server.Items.WarriorStatueEastDeed","Serialize:L54;Deserialize:L61;SerialCtor:L51","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0452","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/WarriorStatueSouthAddon.cs","Server.Items.WarriorStatueSouthAddon","Serialize:L22;Deserialize:L29;SerialCtor:L19","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0453","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/WarriorStatueSouthAddon.cs","Server.Items.WarriorStatueSouthDeed","Serialize:L54;Deserialize:L61;SerialCtor:L51","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0454","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/WaterVat.cs","Server.Items.WaterVatEast","Serialize:L36;Deserialize:L43;SerialCtor:L33","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0455","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Addons/WaterVat.cs","Server.Items.WaterVatSouth","Serialize:L81;Deserialize:L88;SerialCtor:L78","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0456","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Chairs/Chairs.cs","Server.Items.BigElvenChair","Serialize:L205;Deserialize:L212;SerialCtor:L202","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0457","High","Open","Items:Construction","VersionHandling","Data/Scripts/Items/Construction/Chairs/Chairs.cs","Server.Items.ElvenReadingChair","Serialize:L232;Deserialize:L239;SerialCtor:L229","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
