"Id","RowKind","System","Capability","Audience","ActivationState","PlayerEntryPath","AcquisitionPlacementEvidence","PlayerCommands","SourceFiles","PostBaselineChanges","ExistingInGameSurfaces","Reachability","Coverage","Decision","RecommendedSurface","Priority","PlayerRisk","SourceEvidence","ContentBrief","SpoilerBoundary","AcceptanceTest","ExternalDocs","Notes"
"IGD-SYS-quests-summon","SystemBoundary","Quests:Summon","Current source boundary: Quests:Summon","Player","ActiveBySource","Speak to a quest giver, use a quest item, or follow quest-journal feedback.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Quests/Summon/SummonCarriers.cs;Data/Scripts/Quests/Summon/SummonChest.cs;Data/Scripts/Quests/Summon/SummonItems.cs;Data/Scripts/Quests/Summon/SummonPrison.cs;Data/Scripts/Quests/Summon/SummonTutorial.cs","9 post-baseline commit(s); latest examples: c67146c8 2026-06-08 fix: free quest pooled enumerables | de3d7682 2024-02-14 Invasion Updates | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","IntentionalDiscovery","KeepAsIs","QuestJournal","P4","Low when the journal states objectives and failure or consumption risks before commitment.","5 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Preserve quest-led discovery; document only controls, irreversible choices, and failure risks that the journal does not make clear.","Keep locations, answers, passwords, and surprises in journals, books, and NPC clues.","Sample quest start, progress, failure, and completion states for a clear next clue without revealing the solution.","","Boundary census row. Detailed rows carry incorporation work."
"IGD-SYS-quests-thief","SystemBoundary","Quests:Thief","Current source boundary: Quests:Thief","Player","ActiveBySource","Speak to a quest giver, use a quest item, or follow quest-journal feedback.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Quests/Thief/Coffer.cs;Data/Scripts/Quests/Thief/HayCrate.cs;Data/Scripts/Quests/Thief/HollowStump.cs;Data/Scripts/Quests/Thief/StealBag.cs;Data/Scripts/Quests/Thief/StealBase.cs;Data/Scripts/Quests/Thief/StealBaseEmpty.cs;Data/Scripts/Quests/Thief/StealBox.cs;Data/Scripts/Quests/Thief/StealMetalBox.cs;Data/Scripts/Quests/Thief/ThiefNote.cs","5 post-baseline commit(s); latest examples: ae7b15c7 2026-06-28 Revert ""Merge branch 'SAR' into main"" | c67146c8 2026-06-08 fix: free quest pooled enumerables | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","IntentionalDiscovery","KeepAsIs","QuestJournal","P4","Low when the journal states objectives and failure or consumption risks before commitment.","9 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Preserve quest-led discovery; document only controls, irreversible choices, and failure risks that the journal does not make clear.","Keep locations, answers, passwords, and surprises in journals, books, and NPC clues.","Sample quest start, progress, failure, and completion states for a clear next clue without revealing the solution.","","Boundary census row. Detailed rows carry incorporation work."
"IGD-SYS-quests-triggertile-cs","SystemBoundary","Quests:TriggerTile.cs","Current source boundary: Quests:TriggerTile.cs","Player","ActiveBySource","Speak to a quest giver, use a quest item, or follow quest-journal feedback.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Quests/TriggerTile.cs","4 post-baseline commit(s); latest examples: ae7b15c7 2026-06-28 Revert ""Merge branch 'SAR' into main"" | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting | fe294cce 2026-06-14 fix: harden runtime hook source queue","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","IntentionalDiscovery","KeepAsIs","QuestJournal","P4","Low when the journal states objectives and failure or consumption risks before commitment.","1 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Preserve quest-led discovery; document only controls, irreversible choices, and failure risks that the journal does not make clear.","Keep locations, answers, passwords, and surprises in journals, books, and NPC clues.","Sample quest start, progress, failure, and completion states for a clear next clue without revealing the solution.","","Boundary census row. Detailed rows carry incorporation work."
"IGD-SYS-quests-underworld","SystemBoundary","Quests:Underworld","Current source boundary: Quests:Underworld","Player","ActiveBySource","Speak to a quest giver, use a quest item, or follow quest-journal feedback.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Quests/Underworld/RuneStoneGate.cs;Data/Scripts/Quests/Underworld/SkullOfBaron Almric.cs;Data/Scripts/Quests/Underworld/UnderworldTeleporter.cs","4 post-baseline commit(s); latest examples: ae7b15c7 2026-06-28 Revert ""Merge branch 'SAR' into main"" | c67146c8 2026-06-08 fix: free quest pooled enumerables | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","IntentionalDiscovery","KeepAsIs","QuestJournal","P4","Low when the journal states objectives and failure or consumption risks before commitment.","3 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Preserve quest-led discovery; document only controls, irreversible choices, and failure risks that the journal does not make clear.","Keep locations, answers, passwords, and surprises in journals, books, and NPC clues.","Sample quest start, progress, failure, and completion states for a clear next clue without revealing the solution.","","Boundary census row. Detailed rows carry incorporation work."
"IGD-SYS-servercore","SystemBoundary","ServerCore","Current source boundary: ServerCore","InternalOrStaff","ActiveBySource","No intended direct player entry path, except separately audited shared framework surfaces.","Source-defined capability family; current source does not prove live-world placement.","","Data/System/Source/AggressorInfo.cs;Data/System/Source/AssemblyInfo.cs;Data/System/Source/Attributes.cs;Data/System/Source/BaseVendor.cs;Data/System/Source/Body.cs;Data/System/Source/ClientVersion.cs;Data/System/Source/Commands.cs;Data/System/Source/ContextMenus/ContextMenu.cs;Data/System/Source/ContextMenus/ContextMenuEntry.cs;Data/System/Source/ContextMenus/OpenBackpackEntry.cs;Data/System/Source/ContextMenus/PaperdollEntry.cs;Data/System/Source/Diagnostics/BaseProfile.cs","12 post-baseline commit(s); latest examples: f1c0008d 2026-04-12 fix: harden crash restart and add admin crash command | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting | fff8b728 2026-04-11 fix: harden map pooled enumerator lifecycle","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","NotApplicable","NoDocumentationNeeded","ContextualFeedback","P4","None for player documentation: internal infrastructure, staff tooling, or framework behavior.","120 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Exclude internal implementation and staff controls from player documentation; retain separate rows for any real player-facing capability built on the framework.","Do not enumerate ordinary content variants or reveal locations and solutions.","Confirm each distinct mechanic is represented by a detailed capability or canonical-topic row; sample ordinary variants for self-explanatory feedback.","","Explicit exclusion: staff-only or internal infrastructure."
"IGD-SYS-system-chat","SystemBoundary","System:Chat","Current source boundary: System:Chat","Mixed","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/System/Chat/Channels/Alliance.cs;Data/Scripts/System/Chat/Channels/Channel.cs;Data/Scripts/System/Chat/Channels/Faction.cs;Data/Scripts/System/Chat/Channels/Guild.cs;Data/Scripts/System/Chat/Channels/Irc.cs;Data/Scripts/System/Chat/Channels/Multi.cs;Data/Scripts/System/Chat/Channels/Public.cs;Data/Scripts/System/Chat/Channels/Staff.cs;Data/Scripts/System/Chat/Commands/All.cs;Data/Scripts/System/Chat/Commands/Friends.cs;Data/Scripts/System/Chat/Commands/HelpContents.cs;Data/Scripts/System/Chat/Commands/Mail.cs","5 post-baseline commit(s); latest examples: ae7b15c7 2026-06-28 Revert ""Merge branch 'SAR' into main"" | df26a75b 2026-06-09 fix: guard chat hooks | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","NoDocumentationNeeded","ContextualFeedback","P4","Low: ordinary variants are learned through their shared mechanic or direct feedback.","63 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Keep variants grouped under their shared mechanic. Add a separate capability row only when controls, rules, cost, persistence, or discovery warrant it.","Do not enumerate ordinary content variants or reveal locations and solutions.","Confirm each distinct mechanic is represented by a detailed capability or canonical-topic row; sample ordinary variants for self-explanatory feedback.","","Boundary census row. Detailed rows carry incorporation work."
"IGD-SYS-system-commands","SystemBoundary","System:Commands","Current source boundary: System:Commands","PlayerOrMixed","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","afk;ancient;archclose1;archclose2;archclose3;archclose4;archspell1;archspell2;archspell3;archspell4;archtool1;archtool2;archtool3;archtool4;autoattack;bandother;bandself;barbaric;bardclose1;bardclose2;bardsong1;bardsong2;bardtool1;bardtool2;corpse;corpseclear;deathclose1;deathclose2;deathspell1;deathspell2;deathtool1;deathtool2;e;elementclose1;elementclose2;elementspell1;elementspell2;elementtool1;elementtool2;emote;evil;HelpInfo;holyclose1;holyclose2;holyspell1;holyspell2;holytool1;holytool2;knightclose1;knightclose2;knightspell1;knightspell2;knighttool1;knighttool2;loot;mageclose1;mageclose2;mageclose3;mageclose4;magespell1;magespell2;magespell3;magespell4;magetool1;magetool2;magetool3;magetool4;magicgate;monkclose1;monkclose2;monkspell1;monkspell2;monktool1;monktool2;music;musical;necroclose1;necroclose2;necrospell1;necrospell2;necrotool1;necrotool2;oriental;poisons;private;quickbar;regbar;regclose;sheathe;skill;skilllist;SkillName;spellhue;wealth","Data/Scripts/System/Commands/Add.cs;Data/Scripts/System/Commands/AddonGenerator.cs;Data/Scripts/System/Commands/AddToBank.cs;Data/Scripts/System/Commands/AddTrap.cs;Data/Scripts/System/Commands/AreaLog.cs;Data/Scripts/System/Commands/Attributes.cs;Data/Scripts/System/Commands/Batch.cs;Data/Scripts/System/Commands/BodyValues.cs;Data/Scripts/System/Commands/BoundingBoxPicker.cs;Data/Scripts/System/Commands/Commands/BaseCommand.cs;Data/Scripts/System/Commands/Commands/Commands.cs;Data/Scripts/System/Commands/Commands/Interface.cs;Data/Scripts/System/Commands/HelpInfo.cs;Data/Scripts/System/Commands/Player/Afk.cs;Data/Scripts/System/Commands/Player/AutoAttack.cs;Data/Scripts/System/Commands/Player/AutoSheatheWeapon.cs;Data/Scripts/System/Commands/Player/BandSelf.cs;Data/Scripts/System/Commands/Player/ClassicPoisoning.cs;Data/Scripts/System/Commands/Player/CorpseSearch.cs;Data/Scripts/System/Commands/Player/Emote.cs;Data/Scripts/System/Commands/Player/Loot.cs;Data/Scripts/System/Commands/Player/MoonSearch.cs;Data/Scripts/System/Commands/Player/MusicPlayer.cs;Data/Scripts/System/Commands/Player/MusicPlaylist.cs;Data/Scripts/System/Commands/Player/PlayBarbaric.cs;Data/Scripts/System/Commands/Player/PlayEvil.cs;Data/Scripts/System/Commands/Player/PlayOriental.cs;Data/Scripts/System/Commands/Player/PrivateTime.cs;Data/Scripts/System/Commands/Player/QuickBar.cs;Data/Scripts/System/Commands/Player/RegBar.cs;Data/Scripts/System/Commands/Player/SkillListing.cs;Data/Scripts/System/Commands/Player/SkillName.cs;Data/Scripts/System/Commands/Player/Skills.cs;Data/Scripts/System/Commands/Player/SpellBarsCommands.cs;Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs;Data/Scripts/System/Commands/Player/SpellBarsManage.cs;Data/Scripts/System/Commands/Player/SpellHue.cs;Data/Scripts/System/Commands/Player/WealthBar.cs","25 post-baseline commit(s); latest examples: f1c0008d 2026-04-12 fix: harden crash restart and add admin crash command | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting | fca1df8d 2025-11-06 Update Skills.cs","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","RefreshExisting","Help","P2","Medium: a direct Player-access command is undiscoverable unless listed or taught at its point of need.","99 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Reconcile the Player-access commands in this bucket with the Help command list and system-specific teaching.","Do not enumerate ordinary content variants or reveal locations and solutions.","An ordinary player can discover each command, syntax, prerequisites, and safe outcome entirely in game.","","Boundary row promoted because current source registers Player-access commands."
"IGD-SYS-system-gumps","SystemBoundary","System:Gumps","Current source boundary: System:Gumps","Mixed","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/System/Gumps/AddGump.cs;Data/Scripts/System/Gumps/BanDurationGump.cs;Data/Scripts/System/Gumps/BaseConfirmGump.cs;Data/Scripts/System/Gumps/BaseGridGump.cs;Data/Scripts/System/Gumps/BaseImageTileButtonsGump.cs;Data/Scripts/System/Gumps/CategorizedAddGump.cs;Data/Scripts/System/Gumps/ClientGump.cs;Data/Scripts/System/Gumps/ClueGump.cs;Data/Scripts/System/Gumps/ConfirmBreakCrystalGump.cs;Data/Scripts/System/Gumps/ConfirmHouseResize.cs;Data/Scripts/System/Gumps/ConfirmReleaseGump.cs;Data/Scripts/System/Gumps/Go/ChildNode.cs","6 post-baseline commit(s); latest examples: ae7b15c7 2026-06-28 Revert ""Merge branch 'SAR' into main"" | b8d0dbe5 2026-06-09 fix: guard report murderer death hook | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","NoDocumentationNeeded","ContextualFeedback","P4","Low: ordinary variants are learned through their shared mechanic or direct feedback.","87 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Keep variants grouped under their shared mechanic. Add a separate capability row only when controls, rules, cost, persistence, or discovery warrant it.","Do not enumerate ordinary content variants or reveal locations and solutions.","Confirm each distinct mechanic is represented by a detailed capability or canonical-topic row; sample ordinary variants for self-explanatory feedback.","","Boundary census row. Detailed rows carry incorporation work."
"IGD-SYS-system-help","SystemBoundary","System:Help","Current source boundary: System:Help","Mixed","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/System/Help/Gumps/HelpGump.cs;Data/Scripts/System/Help/Gumps/PagePromptGump.cs;Data/Scripts/System/Help/Gumps/PageQueueGump.cs;Data/Scripts/System/Help/Gumps/PageResponseGump.cs;Data/Scripts/System/Help/Gumps/SpeechLogGump.cs;Data/Scripts/System/Help/PagePrompt.cs;Data/Scripts/System/Help/PageQueue.cs;Data/Scripts/System/Help/ServerSettings.cs;Data/Scripts/System/Help/SpeechLog.cs;Data/Scripts/System/Help/StuckMenu.cs","7 post-baseline commit(s); latest examples: b101e80f 2026-03-01 Merged in many test shard changes and brought in line with live shard | e4b11f8d 2025-10-30 Moved GUMPs to their own folders | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","NoDocumentationNeeded","ContextualFeedback","P4","Low: ordinary variants are learned through their shared mechanic or direct feedback.","10 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Keep variants grouped under their shared mechanic. Add a separate capability row only when controls, rules, cost, persistence, or discovery warrant it.","Do not enumerate ordinary content variants or reveal locations and solutions.","Confirm each distinct mechanic is represented by a detailed capability or canonical-topic row; sample ordinary variants for self-explanatory feedback.","","Boundary census row. Detailed rows carry incorporation work."
"IGD-SYS-system-misc","SystemBoundary","System:Misc","Current source boundary: System:Misc","PlayerOrMixed","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","MOTD;Password;status;TCCorpses;TCResurrect;TCSupplies","Data/Scripts/System/Misc/Accounts.cs;Data/Scripts/System/Misc/Animations.cs;Data/Scripts/System/Misc/AOS.cs;Data/Scripts/System/Misc/AttackMessage.cs;Data/Scripts/System/Misc/AutoRestart.cs;Data/Scripts/System/Misc/AutoSave.cs;Data/Scripts/System/Misc/Broadcast.cs;Data/Scripts/System/Misc/Broadcasts.cs;Data/Scripts/System/Misc/BuffIcons.cs;Data/Scripts/System/Misc/Build.cs;Data/Scripts/System/Misc/Captcha.cs;Data/Scripts/System/Misc/CharacterCreation.cs;Data/Scripts/System/Misc/MOTD.cs;Data/Scripts/System/Misc/Players.cs;Data/Scripts/System/Misc/TestCenter.cs","63 post-baseline commit(s); latest examples: f1c0008d 2026-04-12 fix: harden crash restart and add admin crash command | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting | fe294cce 2026-06-14 fix: harden runtime hook source queue","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","RefreshExisting","Help","P2","Medium: a direct Player-access command is undiscoverable unless listed or taught at its point of need.","77 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Reconcile the Player-access commands in this bucket with the Help command list and system-specific teaching.","Do not enumerate ordinary content variants or reveal locations and solutions.","An ordinary player can discover each command, syntax, prerequisites, and safe outcome entirely in game.","","Boundary row promoted because current source registers Player-access commands."
"IGD-SYS-system-obsolete","SystemBoundary","System:Obsolete","Current source boundary: System:Obsolete","PlayerOrMixed","ActiveBySource","No intended direct player entry path, except separately audited shared framework surfaces.","Source-defined capability family; current source does not prove live-world placement.","PrivateChar;PublicChar","Data/Scripts/System/Obsolete/GardenTool.cs;Data/Scripts/System/Obsolete/Herbalism.cs;Data/Scripts/System/Obsolete/HerbalistCauldron.cs;Data/Scripts/System/Obsolete/MixingCauldron.cs;Data/Scripts/System/Obsolete/Obsolete.cs;Data/Scripts/System/Obsolete/Pegasus.cs;Data/Scripts/System/Obsolete/PlantHerbalism.cs;Data/Scripts/System/Obsolete/Sphinx.cs;Data/Scripts/System/Obsolete/SurgeonsKnife.cs","9 post-baseline commit(s); latest examples: bf961c5e 2026-04-15 refactor: extract ChampionSpawn system from Obsolete | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting | fe294cce 2026-06-14 fix: harden runtime hook source queue","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","RefreshExisting","Help","P2","Medium: a direct Player-access command is undiscoverable unless listed or taught at its point of need.","9 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Reconcile the Player-access commands in this bucket with the Help command list and system-specific teaching.","Do not enumerate ordinary content variants or reveal locations and solutions.","An ordinary player can discover each command, syntax, prerequisites, and safe outcome entirely in game.","","Boundary row promoted because current source registers Player-access commands."
"IGD-SYS-system-regions","SystemBoundary","System:Regions","Current source boundary: System:Regions","Mixed","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/System/Regions/BardDungeonRegion.cs;Data/Scripts/System/Regions/BardTownRegion.cs;Data/Scripts/System/Regions/BargeDeadRegion.cs;Data/Scripts/System/Regions/BaseRegion.cs;Data/Scripts/System/Regions/CaveRegion.cs;Data/Scripts/System/Regions/CrashRegion.cs;Data/Scripts/System/Regions/DawnRegion.cs;Data/Scripts/System/Regions/DeadRegion.cs;Data/Scripts/System/Regions/DungeonHomeRegion.cs;Data/Scripts/System/Regions/DungeonRegion.cs;Data/Scripts/System/Regions/GargoyleRegion.cs;Data/Scripts/System/Regions/GuardedRegion.cs","13 post-baseline commit(s); latest examples: bbf80680 2026-03-01 Fix null reference in [control command release | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting | fe294cce 2026-06-14 fix: harden runtime hook source queue","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","NoDocumentationNeeded","ContextualFeedback","P4","Low: ordinary variants are learned through their shared mechanic or direct feedback.","39 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Keep variants grouped under their shared mechanic. Add a separate capability row only when controls, rules, cost, persistence, or discovery warrant it.","Do not enumerate ordinary content variants or reveal locations and solutions.","Confirm each distinct mechanic is represented by a detailed capability or canonical-topic row; sample ordinary variants for self-explanatory feedback.","","Boundary census row. Detailed rows carry incorporation work."
"IGD-SYS-system-skills","SystemBoundary","System:Skills","Current source boundary: System:Skills","PlayerOrMixed","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","abilitynames;SAD;Set1;Set2;Set3;Set4;Set5;SetFifthAbility;SetFourthAbility;SetPrimaryAbility;SetSecondaryAbility;SetThirdAbility;SpecialAttacksDisplay;StopTame;StopTaming","Data/Scripts/System/Skills/Anatomy.cs;Data/Scripts/System/Skills/ArmsLore.cs;Data/Scripts/System/Skills/Begging.cs;Data/Scripts/System/Skills/Discordance.cs;Data/Scripts/System/Skills/Druidism.cs;Data/Scripts/System/Skills/Forensics.cs;Data/Scripts/System/Skills/Hiding.cs;Data/Scripts/System/Skills/Inscribe.cs;Data/Scripts/System/Skills/ItemIdentification.cs;Data/Scripts/System/Skills/Meditation.cs;Data/Scripts/System/Skills/Peacemaking.cs;Data/Scripts/System/Skills/Poisoning.cs;Data/Scripts/System/Skills/TamingLoopController.cs;Data/Scripts/System/Skills/Weapon Abilities/Gumps/SpecialAttackGump.cs;Data/Scripts/System/Skills/Weapon Abilities/SpecialAttackCommands.cs;Data/Scripts/System/Skills/Weapon Abilities/SpecialAttacksDisplay.cs","16 post-baseline commit(s); latest examples: e4b11f8d 2025-10-30 Moved GUMPs to their own folders | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting | fe294cce 2026-06-14 fix: harden runtime hook source queue","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","RefreshExisting","Help","P2","Medium: a direct Player-access command is undiscoverable unless listed or taught at its point of need.","87 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Reconcile the Player-access commands in this bucket with the Help command list and system-specific teaching.","Do not enumerate ordinary content variants or reveal locations and solutions.","An ordinary player can discover each command, syntax, prerequisites, and safe outcome entirely in game.","","Boundary row promoted because current source registers Player-access commands."
"IGD-SYS-trades-apiculture","SystemBoundary","Trades:Apiculture","Current source boundary: Trades:Apiculture","Player","ActiveBySource","Use a trade tool, resource, work surface, harvesting target, or crafting gump.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Trades/Apiculture/BeeHiveAddon.cs;Data/Scripts/Trades/Apiculture/BeeHiveHelp.cs;Data/Scripts/Trades/Apiculture/beehivehelper.cs;Data/Scripts/Trades/Apiculture/Craft/CandleReligious.cs;Data/Scripts/Trades/Apiculture/Craft/ColorCandleLong.cs;Data/Scripts/Trades/Apiculture/Craft/ColorCandleShort.cs;Data/Scripts/Trades/Apiculture/Craft/JarsOfWax.cs;Data/Scripts/Trades/Apiculture/Craft/PaintCanvas.cs;Data/Scripts/Trades/Apiculture/Craft/WaxPaintings.cs;Data/Scripts/Trades/Apiculture/Craft/WaxSculptors.cs;Data/Scripts/Trades/Apiculture/DefWaxCrafting.cs;Data/Scripts/Trades/Apiculture/Gumps/BeeHiveGumps.cs","4 post-baseline commit(s); latest examples: 38b43458 2026-04-11 Housekeeping | e4b11f8d 2025-10-30 Moved GUMPs to their own folders | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","Incorporate","LibraryReference","P3","Medium: progression, materials, queues, and expensive craft decisions can be unclear.","18 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Teach the shared trade loop, required tools, risk or consumption points, and where contextual help appears.","Do not publish rare recipes or hidden resource locations unless the existing system already teaches them.","A new user can start, stop, and safely repeat the shared trade loop using in-game information.","","Boundary census row. Detailed rows carry incorporation work."
"IGD-SYS-trades-bulk-orders","SystemBoundary","Trades:Bulk Orders","Current source boundary: Trades:Bulk Orders","Player","ActiveBySource","Use a trade tool, resource, work surface, harvesting target, or crafting gump.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Trades/Bulk Orders/Books/BOBFilter.cs;Data/Scripts/Trades/Bulk Orders/Books/BOBLargeEntry.cs;Data/Scripts/Trades/Bulk Orders/Books/BOBLargeSubEntry.cs;Data/Scripts/Trades/Bulk Orders/Books/BOBSmallEntry.cs;Data/Scripts/Trades/Bulk Orders/Books/BODType.cs;Data/Scripts/Trades/Bulk Orders/Books/BulkOrderBook.cs;Data/Scripts/Trades/Bulk Orders/Books/Gumps/BOBFilterGump.cs;Data/Scripts/Trades/Bulk Orders/Books/Gumps/BOBGump.cs;Data/Scripts/Trades/Bulk Orders/Books/Gumps/BODBuyGump.cs;Data/Scripts/Trades/Bulk Orders/BulkMaterialType.cs;Data/Scripts/Trades/Bulk Orders/Gumps/LargeBODAcceptGump.cs;Data/Scripts/Trades/Bulk Orders/Gumps/LargeBODGump.cs","7 post-baseline commit(s); latest examples: ae7b15c7 2026-06-28 Revert ""Merge branch 'SAR' into main"" | e4b11f8d 2025-10-30 Moved GUMPs to their own folders | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","Incorporate","LibraryReference","P3","Medium: progression, materials, queues, and expensive craft decisions can be unclear.","25 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Teach the shared trade loop, required tools, risk or consumption points, and where contextual help appears.","Do not publish rare recipes or hidden resource locations unless the existing system already teaches them.","A new user can start, stop, and safely repeat the shared trade loop using in-game information.","","Boundary census row. Detailed rows carry incorporation work."
"IGD-SYS-trades-core","SystemBoundary","Trades:Core","Current source boundary: Trades:Core","InternalOrStaff","ActiveBySource","No intended direct player entry path, except separately audited shared framework surfaces.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Trades/Core/CraftContext.cs;Data/Scripts/Trades/Core/CraftGroup.cs;Data/Scripts/Trades/Core/CraftGroupCol.cs;Data/Scripts/Trades/Core/CraftItem.cs;Data/Scripts/Trades/Core/CraftItemCol.cs;Data/Scripts/Trades/Core/CraftItemIDAttribute.cs;Data/Scripts/Trades/Core/CraftRes.cs;Data/Scripts/Trades/Core/CraftResCol.cs;Data/Scripts/Trades/Core/CraftSkill.cs;Data/Scripts/Trades/Core/CraftSkillCol.cs;Data/Scripts/Trades/Core/CraftSubRes.cs;Data/Scripts/Trades/Core/CraftSubResCol.cs","22 post-baseline commit(s); latest examples: ea14d0d8 2025-10-29 Revert ""Add search term functionality to CraftContext"" | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting | fb8f9808 2026-06-24 fix: repair crafting container selection","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","NotApplicable","NoDocumentationNeeded","ContextualFeedback","P4","None for player documentation: internal infrastructure, staff tooling, or framework behavior.","23 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Exclude internal implementation and staff controls from player documentation; retain separate rows for any real player-facing capability built on the framework.","Do not enumerate ordinary content variants or reveal locations and solutions.","Confirm each distinct mechanic is represented by a detailed capability or canonical-topic row; sample ordinary variants for self-explanatory feedback.","","Explicit exclusion: staff-only or internal infrastructure."
