"Id","SourceId","Priority","Status","System","Category","Files","Evidence","Risk","RecommendedFix","Verification","Notes","Source"
"RB-02192","P10-F02192","P1","Ready","XMLSpawner","Runtime hooks","Data/Scripts/Custom/XMLSpawner/XmlAttach/XmlAttach.cs","WorldLoad:L167:EventSink.WorldLoad += new WorldLoadEventHandler(Load);; guards=AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02193","P10-F02193","P1","Ready","Items:Food","Runtime hooks","Data/Scripts/Items/Food/Beverage.cs","WorldLoad:L124:throw new Exception(World.LoadingType);; guards=AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02194","P10-F02194","P1","Ready","Items:Food","Runtime hooks","Data/Scripts/Items/Food/Beverage.cs","WorldLoad:L461:throw new Exception(World.LoadingType);; guards=AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02195","P10-F02195","P1","Ready","Items:Food","Runtime hooks","Data/Scripts/Items/Food/Beverage.cs","WorldLoad:L648:throw new Exception(World.LoadingType);; guards=AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02196","P10-F02196","P1","Ready","Items:Food","Runtime hooks","Data/Scripts/Items/Food/Beverage.cs","WorldLoad:L1434:return (World.LoadingType == String.Format(""Server.Items.{0}"", name));; guards=AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02197","P10-F02197","P1","Ready","Vendor Core","Runtime hooks","Data/Scripts/Mobiles/Base/Behavior.cs","WorldLoad:L9638:else if (World.Loading); guards=AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02198","P10-F02198","P1","Ready","System:Chat","Runtime hooks","Data/Scripts/System/Chat/General/General.cs","WorldLoad:L42:EventSink.WorldLoad += new WorldLoadEventHandler(OnLoad);; guards=AccessGuard;BoundsGuard;NullGuard;RangeGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02199","P10-F02199","P1","Ready","System:Misc","Runtime hooks","Data/Scripts/System/Misc/Accounts.cs","WorldLoad:L708:EventSink.WorldLoad += new WorldLoadEventHandler(Load);; guards=AccessGuard;BoundsGuard;DeletedGuard;NullGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02200","P10-F02200","P1","Ready","Gardening","Runtime hooks","Data/Scripts/Trades/Gardening/PlantSystem.cs","WorldLoad:L419:EventSink.WorldLoad += new WorldLoadEventHandler(EventSink_WorldLoad);; guards=BoundsGuard;NullGuard;PacketReadGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02201","P10-F02201","P1","Ready","Homestead","Runtime hooks","Data/System/Source/EventSink.cs","WorldLoad:L1177:public static event WorldLoadEventHandler WorldLoad;; guards=BoundsGuard;NullGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02202","P10-F02202","P1","Ready","Homestead","Runtime hooks","Data/System/Source/EventSink.cs","WorldLoad:L1431:if (WorldLoad != null); guards=BoundsGuard;NullGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02203","P10-F02203","P1","Ready","Homestead","Runtime hooks","Data/System/Source/EventSink.cs","WorldLoad:L1432:WorldLoad();; guards=BoundsGuard;NullGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02204","P10-F02204","P1","Ready","Homestead","Runtime hooks","Data/System/Source/EventSink.cs","WorldLoad:L1476:WorldLoad = null;; guards=BoundsGuard;NullGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02205","P10-F02205","P1","Ready","ServerCore","Runtime hooks","Data/System/Source/Item.cs","WorldLoad:L2006:if (m_Map != null && m_Map != Map.Internal && !World.Loading); guards=AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02206","P10-F02206","P1","Ready","ServerCore","Runtime hooks","Data/System/Source/Main.cs","WorldLoad:L593:World.Load();; guards=BoundsGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02207","P10-F02207","P1","Ready","ServerCore","Runtime hooks","Data/System/Source/Mobile.cs","WorldLoad:L10128:if (m_Map != null && m_Map != Map.Internal && !World.Loading); guards=AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02208","P10-F02208","P1","Ready","Bulk Orders","Runtime hooks","Data/Scripts/Custom/AnimalSystem/ShapeShiftStones/DragonShapeChangeStone-body.cs","Gump:L182:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;PacketReadGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02209","P10-F02209","P1","Ready","Custom:AnimalSystem","Runtime hooks","Data/Scripts/Custom/AnimalSystem/ShapeShiftStones/FelinusShapeChangeStone.cs","Gump:L185:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;PacketReadGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02210","P10-F02210","P1","Ready","Custom:AnimalSystem","Runtime hooks","Data/Scripts/Custom/AnimalSystem/ShapeShiftStones/RatShapeChangeStone.cs","Gump:L185:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;PacketReadGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02211","P10-F02211","P1","Ready","Custom:AnimalSystem","Runtime hooks","Data/Scripts/Custom/AnimalSystem/ShapeShiftStones/WolvenShapeChangeStone.cs","Gump:L185:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;PacketReadGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02212","P10-F02212","P1","Ready","Government","Runtime hooks","Data/Scripts/Custom/Government System/Gumps/ResourceBoxGump.cs","Gump:L345:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;DeletedGuard;RangeGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02213","P10-F02213","P1","Ready","Government","Runtime hooks","Data/Scripts/Custom/Government System/Gumps/ResourceBoxGump.cs","Gump:L402:public override void OnResponse(Mobile typer, string text); guards=BoundsGuard;DeletedGuard;RangeGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02214","P10-F02214","P1","Ready","Government","Runtime hooks","Data/Scripts/Custom/Government System/Prompts/CitizenTitleChangePrompt.cs","Gump:L29:public override void OnResponse(Mobile from, string text); guards=BoundsGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02215","P10-F02215","P1","Ready","Government","Runtime hooks","Data/Scripts/Custom/Government System/Prompts/CityCorpseFeePrompt.cs","Gump:L26:public override void OnResponse(Mobile from, string text); guards=BoundsGuard;RangeGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02216","P10-F02216","P1","Ready","Government","Runtime hooks","Data/Scripts/Custom/Government System/Prompts/CityResFeePrompt.cs","Gump:L26:public override void OnResponse(Mobile from, string text); guards=BoundsGuard;RangeGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02217","P10-F02217","P1","Ready","Government","Runtime hooks","Data/Scripts/Custom/Government System/Prompts/CityTaxesIncomePrompt.cs","Gump:L27:public override void OnResponse(Mobile from, string text); guards=BoundsGuard;RangeGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02218","P10-F02218","P1","Ready","Government","Runtime hooks","Data/Scripts/Custom/Government System/Prompts/CityTaxesPropertyPrompt.cs","Gump:L26:public override void OnResponse(Mobile from, string text); guards=BoundsGuard;RangeGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02219","P10-F02219","P1","Ready","Government","Runtime hooks","Data/Scripts/Custom/Government System/Prompts/CityTaxesTravelPrompt.cs","Gump:L26:public override void OnResponse(Mobile from, string text); guards=BoundsGuard;RangeGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02220","P10-F02220","P1","Ready","Government","Runtime hooks","Data/Scripts/Custom/Government System/Prompts/CityTreasuryDepoistPrompt.cs","Gump:L35:public override void OnResponse(Mobile from, string text); guards=BoundsGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02221","P10-F02221","P1","Ready","Government","Runtime hooks","Data/Scripts/Custom/Government System/Prompts/CityURLPrompt.cs","Gump:L26:public override void OnResponse(Mobile from, string text); guards=BoundsGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02222","P10-F02222","P1","Ready","Government","Runtime hooks","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","Gump:L194:public override void OnResponse(NetState state, RelayInfo info); guards=AccessGuard;BoundsGuard;MapGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02223","P10-F02223","P1","Ready","Invasion","Runtime hooks","Data/Scripts/Custom/Invasion System/Lodor/StartStopBritFelucca.cs","Gump:L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02224","P10-F02224","P1","Ready","Invasion","Runtime hooks","Data/Scripts/Custom/Invasion System/Lodor/StartstopBuccaneersDenFelucca.cs","Gump:L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02225","P10-F02225","P1","Ready","Invasion","Runtime hooks","Data/Scripts/Custom/Invasion System/Lodor/StartstopCoveFelucca.cs","Gump:L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02226","P10-F02226","P1","Ready","Invasion","Runtime hooks","Data/Scripts/Custom/Invasion System/Lodor/StartstopNujelmFelucca.cs","Gump:L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02227","P10-F02227","P1","Ready","Invasion","Runtime hooks","Data/Scripts/Custom/Invasion System/Lodor/StartstopSkaraBraeFelucca.cs","Gump:L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02228","P10-F02228","P1","Ready","Invasion","Runtime hooks","Data/Scripts/Custom/Invasion System/Lodor/StartstopTrinsicFelucca.cs","Gump:L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02229","P10-F02229","P1","Ready","Invasion","Runtime hooks","Data/Scripts/Custom/Invasion System/Lodor/StartstopVesperFelucca.cs","Gump:L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02230","P10-F02230","P1","Ready","Invasion","Runtime hooks","Data/Scripts/Custom/Invasion System/Lodor/StartstopYewFelucca.cs","Gump:L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02231","P10-F02231","P1","Ready","Invasion","Runtime hooks","Data/Scripts/Custom/Invasion System/SerpentIsland/StartstopLunaMalas.cs","Gump:L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02232","P10-F02232","P1","Ready","Invasion","Runtime hooks","Data/Scripts/Custom/Invasion System/SerpentIsland/StartstopUmbraMalas.cs","Gump:L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02233","P10-F02233","P1","Ready","Invasion","Runtime hooks","Data/Scripts/Custom/Invasion System/Sosaria/StartstopBuccaneersDenTrammel.cs","Gump:L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02234","P10-F02234","P1","Ready","Invasion","Runtime hooks","Data/Scripts/Custom/Invasion System/Sosaria/StartstopCoveTrammel.cs","Gump:L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02235","P10-F02235","P1","Ready","Invasion","Runtime hooks","Data/Scripts/Custom/Invasion System/Sosaria/StartstopNujelmTrammel.cs","Gump:L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02236","P10-F02236","P1","Ready","Invasion","Runtime hooks","Data/Scripts/Custom/Invasion System/Sosaria/StartstopSkaraBraeTrammel.cs","Gump:L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02237","P10-F02237","P1","Ready","Invasion","Runtime hooks","Data/Scripts/Custom/Invasion System/Sosaria/StartstopTrinsicTrammel.cs","Gump:L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02238","P10-F02238","P1","Ready","Invasion","Runtime hooks","Data/Scripts/Custom/Invasion System/Sosaria/StartstopVesperTrammel.cs","Gump:L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02239","P10-F02239","P1","Ready","Invasion","Runtime hooks","Data/Scripts/Custom/Invasion System/Sosaria/StartstopYewTrammel.cs","Gump:L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02240","P10-F02240","P1","Ready","Government","Runtime hooks","Data/Scripts/Custom/Invasion System/Underworld/StartstoGargoyleCityIlshenar.cs","Gump:L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02241","P10-F02241","P1","Ready","Invasion","Runtime hooks","Data/Scripts/Custom/Invasion System/Underworld/StartstopAncientCitadelIlshenar.cs","Gump:L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02242","P10-F02242","P1","Ready","Invasion","Runtime hooks","Data/Scripts/Custom/Invasion System/Underworld/StartstopLakeShireMiregIlshenar.cs","Gump:L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02243","P10-F02243","P1","Ready","Invasion","Runtime hooks","Data/Scripts/Custom/Invasion System/Underworld/StartstopMistasIlshenar.cs","Gump:L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02244","P10-F02244","P1","Ready","Invasion","Runtime hooks","Data/Scripts/Custom/Invasion System/Underworld/StartstopMontorIlshenar.cs","Gump:L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02245","P10-F02245","P1","Ready","Invasion","Runtime hooks","Data/Scripts/Custom/Invasion System/Underworld/StartstopRegValomIlshenar.cs","Gump:L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02246","P10-F02246","P1","Ready","Invasion","Runtime hooks","Data/Scripts/Custom/Invasion System/Underworld/StartstopSavageCampIlshenar.cs","Gump:L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-02247","P10-F02247","P1","Ready","Invasion","Runtime hooks","Data/Scripts/Custom/Invasion System/Underworld/StartstopTerortSkitasIlshenar.cs","Gump:L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard","Runtime","Review hook owner, startup side effects, duplicate subscription risk, and guard coverage before changing this entry point.","Re-run New-RuntimeHookMap.ps1 and run the narrowest affected build after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
