"SystemA","SystemB","DomainsA","DomainsB","Labels","RelationshipSummary","EvidenceStrength","EdgeCount","HardEdgeCount","SoftEdgeCount","SpeculativeEdgeCount","GraphEdgeTypes","RuntimeHookCount","DocumentationRiskCount","KnownNeedsReworkCount","RiskType","ObjectiveImpact","StaffDependency","Recommendation","Evidence","Verification","ReviewStatus"
"Government","Gardening","Government;Economy;Documentation","Crafting;Economy","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","318","3","2","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Gardening:docs/wiki/Misc_Core_Systems.md;Gardening:docs/wiki/SystemAudit.md:L40;Government:docs/wiki/Government_System.md;Government:docs/wiki/Player_Government_System_Guide.md;Government:docs/wiki/SystemAudit.md:L24;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Government","Housing","Government;Economy;Documentation","Housing;Economy","DependsOn;DocRisk;Supports","Civic systems can give housing ownership a social and territorial purpose.;Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","5","5","0","0","DirectReference","541","6","7","DocumentationRisk;GameplaySynergy;MaintenanceCoupling","Medium and long-term civic goals.;Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Keep civic ownership and housing claims explicit in reorganization design.;Review exact edges before moving files or changing behavior.","Government->Housing:DirectReference:Data/Scripts/Custom/Government System/Items/Stones/CityManagementStone.cs:L1381:BaseHouse;Government->Housing:DirectReference:Data/Scripts/Custom/Government System/NPC Vendor Mall 2.1/LandLord.cs:L19:BaseHouse;Government->Housing:DirectReference:Data/Scripts/Custom/Government System/NPC Vendor Mall 2.1/MallToken.cs:L18:BaseHouse;Government->Housing:DirectReference:Data/Scripts/Custom/Government System/PlayerGovernmentSystem.cs:L292:BaseHouse;Government:docs...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Government","Boats","Government;Economy;Documentation","Travel;Housing","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","1","1","0","0","DirectReference","334","6","5","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Boats:docs/wiki/Boat_Core_Mechanics.md;Boats:docs/wiki/boat-navigation-control.md;Boats:docs/wiki/SystemAudit.md:L15;Boats:docs/wiki/SystemAudit.md:L6;Government->Boats:DirectReference:Data/Scripts/Custom/Government System/Vendor/CityLandLord.cs:L64:Shipwright;Government:docs/wiki/Government_System.md;Government:docs/wiki/Player_Government_System_Guide.md;Government:docs/wiki/SystemAudit.md:L24","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Government","Regions","Government;Economy;Documentation","World;PvP;Government","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","48","48","0","0","DirectReference","579","9","6","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Government->Regions:DirectReference:Data/Scripts/Custom/Government System/CityUpgradeSystem.cs:L9:Region;Government->Regions:DirectReference:Data/Scripts/Custom/Government System/Gumps/AdminAddGump.cs:L8:Region;Government->Regions:DirectReference:Data/Scripts/Custom/Government System/Gumps/AssistMayorGump.cs:L39:Region;Government->Regions:DirectReference:Data/Scripts/Custom/Government System/Gumps/CancelAllegiancesGump.cs:L39:Region;Government:docs/wiki/Government_System.md;Government:docs/wi...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Government","PlayerMobile Core","Government;Economy;Documentation","Core;Progression;Combat","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","73","73","0","0","DirectReference","273","11","13","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Government->PlayerMobile Core:DirectReference:Data/Scripts/Custom/Government System/Gumps/AssistMayorGump.cs:L76:PlayerMobile;Government->PlayerMobile Core:DirectReference:Data/Scripts/Custom/Government System/Gumps/ConfirmDisbandCityGump.cs:L50:PlayerMobile;Government->PlayerMobile Core:DirectReference:Data/Scripts/Custom/Government System/Gumps/ConfirmLeaveCityGump.cs:L46:PlayerMobile;Government->PlayerMobile Core:DirectReference:Data/Scripts/Custom/Government System/Gumps/RemoveCityBanGump...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Government","Vendor Core","Government;Economy;Documentation","Economy","BalanceRisk;DependsOn;DocRisk;Supports","City vendors, taxes, and treasuries can create civic economy goals, but can also distort gold flow.;Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","27","27","0","0","DirectReference","421","17","20","DocumentationRisk;EconomyBalance;MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.;Social and economy goals.","False","Review exact edges before moving files or changing behavior.;Review tax/vendor reward loops before tuning economy changes.","Government->Vendor Core:DirectReference:Data/Scripts/Custom/Government System/CityUpgradeSystem.cs:L93:Vendor;Government->Vendor Core:DirectReference:Data/Scripts/Custom/Government System/Gumps/CityManagementGump.cs:L184:Vendor;Government->Vendor Core:DirectReference:Data/Scripts/Custom/Government System/Gumps/CityMarketGump.cs:L30:Vendor;Government->Vendor Core:DirectReference:Data/Scripts/Custom/Government System/Gumps/GovHelpGump.cs:L85:Vendor;Government:docs/wiki/Government_System.md;Gove...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Government","Obsolete Scripts","Government;Economy;Documentation","Legacy;Documentation","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","284","6","2","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Government:docs/wiki/Government_System.md;Government:docs/wiki/Player_Government_System_Guide.md;Government:docs/wiki/SystemAudit.md:L24;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;Obsolete Scripts:docs/wiki/Magery_Spell_Color_Setting.md;Obsolete Scripts:docs/wiki/Obsolete_Script_Collection.md;Obsolete Scripts:docs/wiki/SystemAudit.md:L103","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Homestead","XMLSpawner","Economy;Crafting;Housing","Staff events;PvE;Documentation","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","875","5","8","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Homestead:docs/wiki/Farmable_Crops_System.md;Homestead:docs/wiki/Homestead_System.md;Homestead:docs/wiki/Standard_Crafting.md:L248;Homestead:docs/wiki/SystemAudit.md:L27;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;XMLSpawner:docs/wiki/SystemAudit.md:L22;XMLSpawner:docs/wiki/XML_Spawner_Enhancements.md","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Homestead","Invasion","Economy;Crafting;Housing","PvE;Staff events","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","420","5","8","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Homestead:docs/wiki/Farmable_Crops_System.md;Homestead:docs/wiki/Homestead_System.md;Homestead:docs/wiki/Standard_Crafting.md:L248;Homestead:docs/wiki/SystemAudit.md:L27;Invasion:docs/wiki/Invasion_System.md;Invasion:docs/wiki/SystemAudit.md:L21;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Homestead","Champions","Economy;Crafting;Housing","PvE;Progression","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","314","5","9","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Champions:docs/wiki/Champion_Spawns.md;Champions:docs/wiki/Champion_Spawns.md:L82;Champions:docs/wiki/SystemAudit.md:L34;Homestead:docs/wiki/Farmable_Crops_System.md;Homestead:docs/wiki/Homestead_System.md;Homestead:docs/wiki/Standard_Crafting.md:L248;Homestead:docs/wiki/SystemAudit.md:L27;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Homestead","Monster Nests","Economy;Crafting;Housing","PvE;Exploration","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","290","5","7","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Homestead:docs/wiki/Farmable_Crops_System.md;Homestead:docs/wiki/Homestead_System.md;Homestead:docs/wiki/Standard_Crafting.md:L248;Homestead:docs/wiki/SystemAudit.md:L27;Monster Nests:docs/wiki/Monster_Nest_System.md;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Homestead","Clone Offline Player Characters","Economy;Crafting;Housing","AI;PvE","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","299","5","8","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Clone Offline Player Characters:docs/wiki/Clone_Offline_Player_Characters.md;Clone Offline Player Characters:docs/wiki/SystemAudit.md:L32;Homestead:docs/wiki/Farmable_Crops_System.md;Homestead:docs/wiki/Homestead_System.md;Homestead:docs/wiki/Standard_Crafting.md:L248;Homestead:docs/wiki/SystemAudit.md:L27;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Homestead","Offline Skill Training","Economy;Crafting;Housing","Progression","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","294","5","8","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Homestead:docs/wiki/Farmable_Crops_System.md;Homestead:docs/wiki/Homestead_System.md;Homestead:docs/wiki/Standard_Crafting.md:L248;Homestead:docs/wiki/SystemAudit.md:L27;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;Offline Skill Training:docs/wiki/offline-skill-training.md;Offline Skill Training:docs/wiki/offline-skill-training.md:L38","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Homestead","OmniAI","Economy;Crafting;Housing","AI;Combat","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","288","6","8","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Homestead:docs/wiki/Farmable_Crops_System.md;Homestead:docs/wiki/Homestead_System.md;Homestead:docs/wiki/Standard_Crafting.md:L248;Homestead:docs/wiki/SystemAudit.md:L27;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;OmniAI:docs/wiki/Misc_Magic_Spells.md;OmniAI:docs/wiki/OmniAI.md;OmniAI:docs/wiki/SystemAudit.md:L26","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Homestead","AI Overhaul","Economy;Crafting;Housing","AI;Combat","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","286","5","7","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","AI Overhaul:docs/wiki/Creature_AI_Core.md;Homestead:docs/wiki/Farmable_Crops_System.md;Homestead:docs/wiki/Homestead_System.md;Homestead:docs/wiki/Standard_Crafting.md:L248;Homestead:docs/wiki/SystemAudit.md:L27;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Homestead","Staff Toolbar","Economy;Crafting;Housing","Staff events","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","312","5","7","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Homestead:docs/wiki/Farmable_Crops_System.md;Homestead:docs/wiki/Homestead_System.md;Homestead:docs/wiki/Standard_Crafting.md:L248;Homestead:docs/wiki/SystemAudit.md:L27;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;Staff Toolbar:docs/wiki/Staff_Toolbar.md","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Homestead","Static Gump Tool","Economy;Crafting;Housing","Staff events","DependsOn;StaffDependency","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","7","7","0","0","DirectReference","479","5","9","MaintenanceCoupling;StaffWorkflowRisk","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","True","Review exact edges before moving files or changing behavior.","Homestead->Static Gump Tool:DirectReference:Data/Scripts/Custom/StaffTools/StaticGumpTool/Side Gumps/AddCooking.cs:L14:StaticGump;Homestead->Static Gump Tool:DirectReference:Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Dracana's Winecrafting [2.0]/Items/Craft Items/Tools/WinecraftersTools.cs:L7:STool;Homestead->Static Gump Tool:DirectReference:Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Dracana's Winecrafting [2.0]/Mobiles/SBWinecrafter.cs:L37:STool;Homestead->Static ...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Homestead","Spell Framework","Economy;Crafting;Housing","Magic","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","1","1","0","0","DirectReference","637","5","10","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Homestead->Spell Framework:DirectReference:Data/System/Source/EventSink.cs:L47:Spellbook;Homestead:docs/wiki/Farmable_Crops_System.md;Homestead:docs/wiki/Homestead_System.md;Homestead:docs/wiki/Standard_Crafting.md:L248;Homestead:docs/wiki/SystemAudit.md:L27;Spell Framework:docs/wiki/Base_Spell_Framework.md;Spell Framework:docs/wiki/SystemAudit.md:L104;Spell Framework:docs/wiki/SystemAudit.md:L54","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Homestead","Magic Schools","Economy;Crafting;Housing","Magic;Combat","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","14","14","0","0","DirectReference","286","18","18","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Homestead->Magic Schools:DirectReference:Data/Scripts/Custom/Offline Skill Training/Items/AdvancedStudyBooks.cs:L1301:Elementalism;Homestead->Magic Schools:DirectReference:Data/Scripts/Custom/Offline Skill Training/Items/LegendaryStudyBooks.cs:L1301:Elementalism;Homestead->Magic Schools:DirectReference:Data/Scripts/Custom/Offline Skill Training/Items/StandardStudyBooks.cs:L1301:Elementalism;Homestead->Magic Schools:DirectReference:Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Draca...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Homestead","Crafting Core","Economy;Crafting;Housing","Crafting;Economy","BalanceRisk;DependsOn;DocRisk;Supports","Dependency graph has hard source/runtime/save/project/config edges between these systems.;Homestead expands crafting into production loops that need pacing and resource review.","SourceVerified","23","23","0","0","DirectReference","336","9","14","DocumentationRisk;EconomyBalance;MaintenanceCoupling","Crafting and economy goals.;Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.;Treat production loops as balance risk, not a serializer/build correctness issue.","Crafting Core:docs/wiki/Apiculture_Beekeeping.md;Crafting Core:docs/wiki/Crafting_Core.md;Crafting Core:docs/wiki/Standard_Crafting.md:L248;Crafting Core:docs/wiki/Standard_Crafting.md:L249;Homestead->Crafting Core:DirectReference:Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Dracana's Winecrafting [2.0]/Craft/DefWinecrafting.cs:L11:CraftSystem;Homestead->Crafting Core:DirectReference:Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Dracana's Winecrafting [2.0]/Items/Craft ...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Homestead","Harvest System","Economy;Crafting;Housing","Crafting;Economy","BalanceRisk;DocRisk;Supports","Harvest resources feed homestead production and can accelerate non-combat progression.","PhaseReviewSeed","0","0","0","0","","290","9","20","DocumentationRisk;EconomyBalance","Crafting and economy goals.","False","Review resource rates before economy tuning.","Harvest System:docs/wiki/Apiculture_Beekeeping.md:L313;Harvest System:docs/wiki/Farmable_Crops_System.md;Harvest System:docs/wiki/Grave_Robbing_Trade.md;Harvest System:docs/wiki/Standard_Crafting.md:L249;Homestead:docs/wiki/Farmable_Crops_System.md;Homestead:docs/wiki/Homestead_System.md;Homestead:docs/wiki/Standard_Crafting.md:L248;Homestead:docs/wiki/SystemAudit.md:L27;Phase 9 conflict checklist: crafting/resource loops versus progression pacing.","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Homestead","Bulk Orders","Economy;Crafting;Housing","Crafting;Economy","BalanceRisk;DocRisk;Duplicates","Bulk order rewards and homestead production can duplicate crafting progression incentives.","PhaseReviewSeed","0","0","0","0","","346","7","10","DocumentationRisk;EconomyBalance","Crafting progression goals may stack too quickly.","False","Review reward overlap before balance changes.","Bulk Orders:docs/wiki/Animal_Shape_Stones.md;Bulk Orders:docs/wiki/Bulk_Order_System.md;Bulk Orders:docs/wiki/SystemAudit.md:L29;Bulk Orders:docs/wiki/SystemAudit.md:L41;Homestead:docs/wiki/Farmable_Crops_System.md;Homestead:docs/wiki/Homestead_System.md;Homestead:docs/wiki/Standard_Crafting.md:L248;Homestead:docs/wiki/SystemAudit.md:L27;Phase 9 conflict checklist: crafting/resource loops versus progression pacing.","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Homestead","Gardening","Economy;Crafting;Housing","Crafting;Economy","BalanceRisk;DependsOn;DocRisk;Supports","Dependency graph has hard source/runtime/save/project/config edges between these systems.;Gardening and crops can support homestead production, food, and trade loops.","SourceVerified","1","1","0","0","DirectReference","331","5","8","DocumentationRisk;EconomyBalance;MaintenanceCoupling","Crafting and economy goals.;Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Preserve non-combat depth but backlog resource-loop tuning.;Review exact edges before moving files or changing behavior.","Gardening:docs/wiki/Misc_Core_Systems.md;Gardening:docs/wiki/SystemAudit.md:L40;Homestead->Gardening:DirectReference:Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Vhaerun's CRL Crops/Mobiles/SBGardener.cs:L40:PlantBowl;Homestead:docs/wiki/Farmable_Crops_System.md;Homestead:docs/wiki/Homestead_System.md;Homestead:docs/wiki/Standard_Crafting.md:L248;Homestead:docs/wiki/SystemAudit.md:L27;Phase 9 synergy checklist: Homestead deepening non-combat economy.","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Homestead","Housing","Economy;Crafting;Housing","Housing;Economy","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","2","2","0","0","DirectReference","554","8","13","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Homestead->Housing:DirectReference:Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Dracana's Winecrafting [2.0]/Commands/VinePlacement.cs:L139:BaseHouse;Homestead:docs/wiki/Farmable_Crops_System.md;Homestead:docs/wiki/Homestead_System.md;Homestead:docs/wiki/Standard_Crafting.md:L248;Homestead:docs/wiki/SystemAudit.md:L27;Housing->Homestead:DirectReference:Data/Scripts/Mobiles/Base/StoreSalesList.cs:L12583:BeeHive;Housing:docs/wiki/Flip_Deed.md;Housing:docs/wiki/Housing_System.md;Hous...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Homestead","Boats","Economy;Crafting;Housing","Travel;Housing","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","347","8","11","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Boats:docs/wiki/Boat_Core_Mechanics.md;Boats:docs/wiki/boat-navigation-control.md;Boats:docs/wiki/SystemAudit.md:L15;Boats:docs/wiki/SystemAudit.md:L6;Homestead:docs/wiki/Farmable_Crops_System.md;Homestead:docs/wiki/Homestead_System.md;Homestead:docs/wiki/Standard_Crafting.md:L248;Homestead:docs/wiki/SystemAudit.md:L27;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Homestead","Regions","Economy;Crafting;Housing","World;PvP;Government","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","44","44","0","0","DirectReference","592","11","12","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Homestead->Regions:DirectReference:Data/Scripts/Custom/StaffTools/StaticGumpTool/Side Gumps/AddCooking.cs:L35:Region;Homestead->Regions:DirectReference:Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Dracana's Winecrafting [2.0]/Gumps/AddGrapevineGump.cs:L22:Region;Homestead->Regions:DirectReference:Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Dracana's Winecrafting [2.0]/Items/Food/BaseCraftWine.cs:L360:Region;Homestead->Regions:DirectReference:Data/Scripts/Custom/Vhaeru...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Homestead","PlayerMobile Core","Economy;Crafting;Housing","Core;Progression;Combat","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","286","13","19","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Homestead:docs/wiki/Farmable_Crops_System.md;Homestead:docs/wiki/Homestead_System.md;Homestead:docs/wiki/Standard_Crafting.md:L248;Homestead:docs/wiki/SystemAudit.md:L27;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;PlayerMobile Core:docs/wiki/Animal_Trainer_Stable_Claim.md;PlayerMobile Core:docs/wiki/Barbaric_Play_Style.md;PlayerMobile Core:docs/wiki/SystemAudit.md:L47;PlayerMobile Core:docs/wiki/SystemAudit.md:L60","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Homestead","Vendor Core","Economy;Crafting;Housing","Economy","BalanceRisk;DependsOn;DocRisk","Dependency graph has hard source/runtime/save/project/config edges between these systems.;Vendor outlets can turn homestead production into gold flow that needs economy review.","SourceVerified","13","13","0","0","DirectReference","434","19","26","DocumentationRisk;EconomyBalance;MaintenanceCoupling","Crafting economy goals.;Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Backlog vendor price and output review for homestead products.;Review exact edges before moving files or changing behavior.","Homestead->Vendor Core:DirectReference:Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Dracana's Winecrafting [2.0]/Mobiles/SBVintner.cs:L15:SBInfo;Homestead->Vendor Core:DirectReference:Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Dracana's Winecrafting [2.0]/Mobiles/SBWinecrafter.cs:L15:SBInfo;Homestead->Vendor Core:DirectReference:Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Dracana's Winecrafting [2.0]/Mobiles/Vintner.cs:L7:BaseVendor;Homestead->Vendor Cor...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Homestead","Obsolete Scripts","Economy;Crafting;Housing","Legacy;Documentation","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","297","8","8","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Homestead:docs/wiki/Farmable_Crops_System.md;Homestead:docs/wiki/Homestead_System.md;Homestead:docs/wiki/Standard_Crafting.md:L248;Homestead:docs/wiki/SystemAudit.md:L27;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;Obsolete Scripts:docs/wiki/Magery_Spell_Color_Setting.md;Obsolete Scripts:docs/wiki/Obsolete_Script_Collection.md;Obsolete Scripts:docs/wiki/SystemAudit.md:L103","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"XMLSpawner","Invasion","Staff events;PvE;Documentation","PvE;Staff events","DocRisk;StaffDependency;Supports","XMLSpawner can provide event tooling and quest/event behaviors for invasion-style content.","PhaseReviewSeed","0","0","0","0","","723","2","2","DocumentationRisk;StaffEventSupport","Social and staff-driven goals.","True","Preserve staff event tooling while documenting manual dependencies.","Invasion:docs/wiki/Invasion_System.md;Invasion:docs/wiki/SystemAudit.md:L21;Phase 9 synergy checklist: XMLSpawner supporting staff events and quests.;XMLSpawner:docs/wiki/SystemAudit.md:L22;XMLSpawner:docs/wiki/XML_Spawner_Enhancements.md","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
