"ControllerId","RoadmapOrder","SourceBatchId","ControllerStatus","CompletionStatus","SourceEditsAllowedNow","SourceEditsMade","Reason","RequiredUserInputOrApproval","GateRows","VerificationStatus","CommitStatus","ReviewedAt","Notes"
"SOURCE-BATCH-CONTROLLER","121","SOURCE-BATCH-121","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-121 implemented SB119-CAND-003 DecoBrimstone stale/null/mobile/source-item guards while preserving the collectible message, base.OnDragLift return behavior, constructor state, serialization, and layout behavior.","None. Source batch closeout is recorded in source-batch-121-decobrimstone-guard-repair-closeout.md.","DecoBrimstone.cs gate hits=0; active overlay DecoBrimstone matches=0; no POST-BATCH-Y gate crossed.","Candidate discovery CSV still imported successfully; targeted DecoBrimstone source scan passed; serializer diff scan showed no serialization changes; forbidden-surface scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warning only; generated root build artifacts restored.","Pending focused SOURCE-BATCH-121 batch commit.","2026-06-28T08:10:45-05:00","Closed. SOURCE-BATCH-122+ remains pending the next concrete non-gated source target from source-batch-119-candidate-discovery.csv."
"SOURCE-BATCH-CONTROLLER","122","SOURCE-BATCH-122","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-122 implemented SB119-CAND-004 DecoDragonsBlood stale/null/mobile/source-item guards while preserving the collectible message, base.OnDragLift return behavior, constructor state, serialization, and layout behavior.","None. Source batch closeout is recorded in source-batch-122-decodragonsblood-guard-repair-closeout.md.","DecoDragonsBlood.cs gate hits=0; active overlay DecoDragonsBlood matches=0; no POST-BATCH-Y gate crossed.","Candidate discovery CSV still imported successfully; targeted DecoDragonsBlood source scan passed; serializer diff scan showed no serialization changes; forbidden-surface scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warning only; generated root build artifacts restored.","Pending focused SOURCE-BATCH-122 batch commit.","2026-06-28T08:15:06-05:00","Closed. SOURCE-BATCH-123+ remains pending the next concrete non-gated source target from source-batch-119-candidate-discovery.csv."
"SOURCE-BATCH-CONTROLLER","123","SOURCE-BATCH-123","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-123 implemented SB119-CAND-005 DecoDragonsBlood2 stale/null/mobile/source-item guards while preserving the collectible message, base.OnDragLift return behavior, constructor state, serialization, and layout behavior.","None. Source batch closeout is recorded in source-batch-123-decodragonsblood2-guard-repair-closeout.md.","DecoDragonsBlood2.cs gate hits=0; active overlay DecoDragonsBlood2 matches=0; no POST-BATCH-Y gate crossed.","Candidate discovery CSV still imported successfully; targeted DecoDragonsBlood2 source scan passed; serializer diff scan showed no serialization changes; forbidden-surface scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warning only; generated root build artifacts restored.","Pending focused SOURCE-BATCH-123 batch commit.","2026-06-28T08:21:23-05:00","Closed. SOURCE-BATCH-124+ remains pending the next concrete non-gated source target from source-batch-119-candidate-discovery.csv."
"SOURCE-BATCH-CONTROLLER","124","SOURCE-BATCH-124","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-124 implemented SB119-CAND-006 DecoEyeOfNewt stale/null/mobile/source-item guards while preserving the collectible message, base.OnDragLift return behavior, constructor state, serialization, and layout behavior.","None. Source batch closeout is recorded in source-batch-124-decoeyeofnewt-guard-repair-closeout.md.","DecoEyeOfNewt.cs gate hits=0; active overlay DecoEyeOfNewt matches=0; no POST-BATCH-Y gate crossed.","Candidate discovery CSV still imported successfully; targeted DecoEyeOfNewt source scan passed; serializer diff scan showed no serialization changes; forbidden-surface scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warning only; generated root build artifacts restored.","Pending focused SOURCE-BATCH-124 batch commit.","2026-06-28T08:25:39-05:00","Closed. SOURCE-BATCH-125+ remains pending the next concrete non-gated source target from source-batch-119-candidate-discovery.csv."
"SOURCE-BATCH-CONTROLLER","125","SOURCE-BATCH-125","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-125 implemented SB119-CAND-007 DecoGarlic stale/null/mobile/source-item guards while preserving the collectible message, base.OnDragLift return behavior, constructor state, serialization, and layout behavior.","None. Source batch closeout is recorded in source-batch-125-decogarlic-guard-repair-closeout.md.","DecoGarlic.cs gate hits=0; active overlay DecoGarlic matches=0; no POST-BATCH-Y gate crossed.","Candidate discovery CSV still imported successfully; targeted DecoGarlic source scan passed; serializer diff scan showed no serialization changes; forbidden-surface scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warning only; generated root build artifacts restored.","Pending focused SOURCE-BATCH-125 batch commit.","2026-06-28T08:29:41-05:00","Closed. SOURCE-BATCH-126+ remains pending the next concrete non-gated source target from source-batch-119-candidate-discovery.csv."
"SOURCE-BATCH-CONTROLLER","126","SOURCE-BATCH-126","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-126 implemented SB119-CAND-008 DecoGarlic2 stale/null/mobile/source-item guards while preserving the collectible message, base.OnDragLift return behavior, constructor state, serialization, and layout behavior.","None. Source batch closeout is recorded in source-batch-126-decogarlic2-guard-repair-closeout.md.","DecoGarlic2.cs gate hits=0; active overlay DecoGarlic2 matches=0; no POST-BATCH-Y gate crossed.","Candidate discovery CSV still imported successfully; targeted DecoGarlic2 source scan passed; serializer diff scan showed no serialization changes; forbidden-surface scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warning only; generated root build artifacts restored.","Pending focused SOURCE-BATCH-126 batch commit.","2026-06-28T08:34:34-05:00","Closed. SOURCE-BATCH-127+ remains pending the next concrete non-gated source target from source-batch-119-candidate-discovery.csv."
"SOURCE-BATCH-CONTROLLER","127","SOURCE-BATCH-127","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-127 implemented SB119-CAND-009 DecoGarlicBulb stale/null/mobile/source-item guards while preserving the collectible message, base.OnDragLift return behavior, constructor state, serialization, and layout behavior.","None. Source batch closeout is recorded in source-batch-127-decogarlicbulb-guard-repair-closeout.md.","DecoGarlicBulb.cs gate hits=0; active overlay DecoGarlicBulb matches=0; no POST-BATCH-Y gate crossed.","Candidate discovery CSV still imported successfully; targeted DecoGarlicBulb source scan passed; serializer diff scan showed no serialization changes; forbidden-surface scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warning only; generated root build artifacts restored.","Pending focused SOURCE-BATCH-127 batch commit.","2026-06-28T08:38:54-05:00","Closed. SOURCE-BATCH-128+ remains pending the next concrete non-gated source target from source-batch-119-candidate-discovery.csv."
"SOURCE-BATCH-CONTROLLER","128","SOURCE-BATCH-128","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-128 implemented SB119-CAND-010 DecoGarlicBulb2 stale/null/mobile/source-item guards while preserving the collectible message, base.OnDragLift return behavior, constructor state, serialization, and layout behavior.","None. Source batch closeout is recorded in source-batch-128-decogarlicbulb2-guard-repair-closeout.md.","DecoGarlicBulb2.cs gate hits=0; active overlay DecoGarlicBulb2 matches=0; no POST-BATCH-Y gate crossed.","Candidate discovery CSV still imported successfully; targeted DecoGarlicBulb2 source scan passed; serializer diff scan showed no serialization changes; forbidden-surface scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warning only; generated root build artifacts restored.","Pending focused SOURCE-BATCH-128 batch commit.","2026-06-28T08:43:32-05:00","Closed. SOURCE-BATCH-129+ remains pending the next concrete non-gated source target from source-batch-119-candidate-discovery.csv."
"SOURCE-BATCH-CONTROLLER","129","SOURCE-BATCH-129","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-129 implemented SB119-CAND-011 DecoGinseng stale/null/mobile/source-item guards while preserving the collectible message, base.OnDragLift return behavior, constructor state, serialization, and layout behavior.","None. Source batch closeout is recorded in source-batch-129-decoginseng-guard-repair-closeout.md.","DecoGinseng.cs gate hits=0; active overlay DecoGinseng matches=0; no POST-BATCH-Y gate crossed.","Candidate discovery CSV still imported successfully; targeted DecoGinseng source scan passed; serializer diff scan showed no serialization changes; forbidden-surface scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warning only; generated root build artifacts restored.","Pending focused SOURCE-BATCH-129 batch commit.","2026-06-28T08:48:04-05:00","Closed. SOURCE-BATCH-130+ remains pending the next concrete non-gated source target from source-batch-119-candidate-discovery.csv."
"SOURCE-BATCH-CONTROLLER","130","SOURCE-BATCH-130","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-130 implemented SB119-CAND-012 DecoGinseng2 stale/null/mobile/source-item guards while preserving the collectible message, base.OnDragLift return behavior, constructor state, serialization, and layout behavior.","None. Source batch closeout is recorded in source-batch-130-decoginseng2-guard-repair-closeout.md.","DecoGinseng2.cs gate hits=0; active overlay DecoGinseng2 matches=0; no POST-BATCH-Y gate crossed.","Candidate discovery CSV still imported successfully; targeted DecoGinseng2 source scan passed; serializer diff scan showed no serialization changes; forbidden-surface scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warning only; generated root build artifacts restored.","Pending focused SOURCE-BATCH-130 batch commit.","2026-06-28T08:53:02-05:00","Closed. SOURCE-BATCH-131+ remains pending the next concrete non-gated source target from source-batch-119-candidate-discovery.csv."
"SOURCE-BATCH-CONTROLLER","131","SOURCE-BATCH-131","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-131 implemented SB119-CAND-013 DecoGinsengRoot stale/null/mobile/source-item guards while preserving the collectible message, base.OnDragLift return behavior, constructor state, serialization, and layout behavior.","None. Source batch closeout is recorded in source-batch-131-decoginsengroot-guard-repair-closeout.md.","DecoGinsengRoot.cs gate hits=0; active overlay DecoGinsengRoot matches=0; no POST-BATCH-Y gate crossed.","Candidate discovery CSV still imported successfully; targeted DecoGinsengRoot source scan passed; serializer diff scan showed no serialization changes; forbidden-surface scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warning only; generated root build artifacts restored.","Pending focused SOURCE-BATCH-131 batch commit.","2026-06-28T08:57:35-05:00","Closed. SOURCE-BATCH-132+ remains pending the next concrete non-gated source target from source-batch-119-candidate-discovery.csv."
"SOURCE-BATCH-CONTROLLER","132","SOURCE-BATCH-132","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-132 implemented SB119-CAND-014 DecoGinsengRoot2 stale/null/mobile/source-item guards while preserving the collectible message, base.OnDragLift return behavior, constructor state, serialization, and layout behavior.","None. Source batch closeout is recorded in source-batch-132-decoginsengroot2-guard-repair-closeout.md.","DecoGinsengRoot2.cs gate hits=0; active overlay DecoGinsengRoot2 matches=0; no POST-BATCH-Y gate crossed.","Candidate discovery CSV still imported successfully; targeted DecoGinsengRoot2 source scan passed; serializer diff scan showed no serialization changes; forbidden-surface scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warning only; generated root build artifacts restored.","Pending focused SOURCE-BATCH-132 batch commit.","2026-06-28T09:01:59-05:00","Closed. SOURCE-BATCH-133+ remains pending the next concrete non-gated source target from source-batch-119-candidate-discovery.csv."
"SOURCE-BATCH-CONTROLLER","133","SOURCE-BATCH-133","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-133 implemented SB119-CAND-015 DecoMandrake stale/null/mobile/source-item guards while preserving the collectible message, base.OnDragLift return behavior, constructor state, serialization, and layout behavior.","None. Source batch closeout is recorded in source-batch-133-decomandrake-guard-repair-closeout.md.","DecoMandrake.cs gate hits=0; active overlay DecoMandrake matches=0; no POST-BATCH-Y gate crossed.","Candidate discovery CSV still imported successfully; targeted DecoMandrake source scan passed; serializer diff scan showed no serialization changes; forbidden-surface scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warning only; generated root build artifacts restored.","Pending focused SOURCE-BATCH-133 batch commit.","2026-06-28T09:06:51-05:00","Closed. SOURCE-BATCH-134+ remains pending the next concrete non-gated source target from source-batch-119-candidate-discovery.csv."
"SOURCE-BATCH-CONTROLLER","134","SOURCE-BATCH-134","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-134 implemented SB119-CAND-016 DecoMandrake2 stale/null/mobile/source-item guards while preserving the collectible message, base.OnDragLift return behavior, constructor state, serialization, and layout behavior.","None. Source batch closeout is recorded in source-batch-134-decomandrake2-guard-repair-closeout.md.","DecoMandrake2.cs gate hits=0; active overlay DecoMandrake2 matches=0; no POST-BATCH-Y gate crossed.","Candidate discovery CSV still imported successfully; targeted DecoMandrake2 source scan passed; serializer diff scan showed no serialization changes; forbidden-surface scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warning only; generated root build artifacts restored.","Pending focused SOURCE-BATCH-134 batch commit.","2026-06-28T09:11:56-05:00","Closed. SOURCE-BATCH-135+ remains pending the next concrete non-gated source target from source-batch-119-candidate-discovery.csv."
"SOURCE-BATCH-CONTROLLER","135","SOURCE-BATCH-135","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-135 implemented SB119-CAND-017 DecoMandrake3 stale/null/mobile/source-item guards while preserving the collectible message, base.OnDragLift return behavior, constructor state, serialization, and layout behavior.","None. Source batch closeout is recorded in source-batch-135-decomandrake3-guard-repair-closeout.md.","DecoMandrake3.cs gate hits=0; active overlay DecoMandrake3 matches=0; no POST-BATCH-Y gate crossed.","Candidate discovery CSV still imported successfully; targeted DecoMandrake3 source scan passed; serializer diff scan showed no serialization changes; forbidden-surface scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warning only; generated root build artifacts restored.","Pending focused SOURCE-BATCH-135 batch commit.","2026-06-28T09:53:56-05:00","Closed. SOURCE-BATCH-136+ remains pending the next concrete non-gated source target from source-batch-119-candidate-discovery.csv."
"SOURCE-BATCH-CONTROLLER","136","SOURCE-BATCH-136","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-136 implemented SB119-CAND-018 DecoMandrakeRoot stale/null/mobile/source-item guards while preserving the collectible message, base.OnDragLift return behavior, constructor state, serialization, and layout behavior.","None. Source batch closeout is recorded in source-batch-136-decomandrakeroot-guard-repair-closeout.md.","DecoMandrakeRoot.cs gate hits=0; active overlay DecoMandrakeRoot matches=0; no POST-BATCH-Y gate crossed.","Candidate discovery CSV still imported successfully; targeted DecoMandrakeRoot source scan passed; serializer diff scan showed no serialization changes; forbidden-surface scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warning only; generated root build artifacts restored.","Pending focused SOURCE-BATCH-136 batch commit.","2026-06-28T10:01:45-05:00","Closed. SOURCE-BATCH-137+ remains pending the next concrete non-gated source target from source-batch-119-candidate-discovery.csv."
"SOURCE-BATCH-CONTROLLER","137","SOURCE-BATCH-137","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-137 implemented SB119-CAND-019 DecoMandrakeRoot2 stale/null/mobile/source-item guards while preserving the collectible message, base.OnDragLift return behavior, constructor state, serialization, and layout behavior.","None. Source batch closeout is recorded in source-batch-137-decomandrakeroot2-guard-repair-closeout.md.","DecoMandrakeRoot2.cs gate hits=0; active overlay DecoMandrakeRoot2 matches=0; no POST-BATCH-Y gate crossed.","Candidate discovery CSV still imported successfully; targeted DecoMandrakeRoot2 source scan passed; serializer diff scan showed no serialization changes; forbidden-surface scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warning only; generated root build artifacts restored.","Pending focused SOURCE-BATCH-137 batch commit.","2026-06-28T10:06:33-05:00","Closed. SOURCE-BATCH-138+ remains pending the next concrete non-gated source target from source-batch-119-candidate-discovery.csv."
"SOURCE-BATCH-CONTROLLER","138","SOURCE-BATCH-138","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-138 implemented SB119-CAND-020 DecoNightshade stale/null/mobile/source-item guards while preserving the collectible message, base.OnDragLift return behavior, constructor state, serialization, and layout behavior.","None. Source batch closeout is recorded in source-batch-138-deconightshade-guard-repair-closeout.md.","DecoNightshade.cs gate hits=0; active overlay DecoNightshade matches=0; no POST-BATCH-Y gate crossed.","Candidate discovery CSV still imported successfully; targeted DecoNightshade source scan passed; serializer diff scan showed no serialization changes; forbidden-surface scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warning only; generated root build artifacts restored.","Pending focused SOURCE-BATCH-138 batch commit.","2026-06-28T10:11:27-05:00","Closed. SOURCE-BATCH-139+ remains pending the next concrete non-gated source target from source-batch-119-candidate-discovery.csv."
"SOURCE-BATCH-CONTROLLER","139","SOURCE-BATCH-139","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-139 implemented SB119-CAND-021 DecoNightshade2 stale/null/mobile/source-item guards while preserving the collectible message, base.OnDragLift return behavior, constructor state, serialization, and layout behavior.","None. Source batch closeout is recorded in source-batch-139-deconightshade2-guard-repair-closeout.md.","DecoNightshade2.cs gate hits=0; active overlay DecoNightshade2 matches=0; no POST-BATCH-Y gate crossed.","Candidate discovery CSV still imported successfully; targeted DecoNightshade2 source scan passed; serializer diff scan showed no serialization changes; forbidden-surface scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warning only; generated root build artifacts restored.","Pending focused SOURCE-BATCH-139 batch commit.","2026-06-28T10:16:22-05:00","Closed. SOURCE-BATCH-140+ remains pending the next concrete non-gated source target from source-batch-119-candidate-discovery.csv."
"SOURCE-BATCH-CONTROLLER","140","SOURCE-BATCH-140","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-140 implemented SB119-CAND-022 DecoNightshade3 stale/null/mobile/source-item guards while preserving the collectible message, base.OnDragLift return behavior, constructor state, serialization, and layout behavior.","None. Source batch closeout is recorded in source-batch-140-deconightshade3-guard-repair-closeout.md.","DecoNightshade3.cs gate hits=0; active overlay DecoNightshade3 matches=0; no POST-BATCH-Y gate crossed.","Candidate discovery CSV still imported successfully; targeted DecoNightshade3 source scan passed; serializer diff scan showed no serialization changes; forbidden-surface scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warning only; generated root build artifacts restored.","Pending focused SOURCE-BATCH-140 batch commit.","2026-06-28T10:21:09-05:00","Closed. SOURCE-BATCH-141+ remains pending the next concrete non-gated source target from source-batch-119-candidate-discovery.csv."
"SOURCE-BATCH-CONTROLLER","141","SOURCE-BATCH-141","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-141 implemented SB119-CAND-023 DecoObsidian stale/null/mobile/source-item guards while preserving the collectible message, base.OnDragLift return behavior, constructor state, serialization, and layout behavior.","None. Source batch closeout is recorded in source-batch-141-decoobsidian-guard-repair-closeout.md.","DecoObsidian.cs gate hits=0; active overlay DecoObsidian matches=0; no POST-BATCH-Y gate crossed.","Candidate discovery CSV still imported successfully; targeted DecoObsidian source scan passed; serializer diff scan showed no serialization changes; forbidden-surface scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warning only; generated root build artifacts restored.","Pending focused SOURCE-BATCH-141 batch commit.","2026-06-28T10:26:03-05:00","Closed. SOURCE-BATCH-142+ remains pending the next concrete non-gated source target from source-batch-119-candidate-discovery.csv."
"SOURCE-BATCH-CONTROLLER","142","SOURCE-BATCH-142","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-142 implemented SB119-CAND-024 DecoPumice stale/null/mobile/source-item guards while preserving the collectible message, base.OnDragLift return behavior, constructor state, serialization, and layout behavior.","None. Source batch closeout is recorded in source-batch-142-decopumice-guard-repair-closeout.md.","DecoPumice.cs gate hits=0; active overlay DecoPumice matches=0; no POST-BATCH-Y gate crossed.","Candidate discovery CSV still imported successfully; targeted DecoPumice source scan passed; serializer diff scan showed no serialization changes; forbidden-surface scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warning only; generated root build artifacts restored.","Pending focused SOURCE-BATCH-142 batch commit.","2026-06-28T10:31:15-05:00","Closed. SOURCE-BATCH-143+ remains pending the next concrete non-gated source target from source-batch-119-candidate-discovery.csv."
"SOURCE-BATCH-CONTROLLER","143","SOURCE-BATCH-143","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-143 implemented SB119-CAND-025 DecoWyrmsHeart stale/null/mobile/source-item guards while preserving the collectible message, base.OnDragLift return behavior, constructor state, serialization, and layout behavior.","None. Source batch closeout is recorded in source-batch-143-decowyrmsheart-guard-repair-closeout.md.","DecoWyrmsHeart.cs gate hits=0; active overlay DecoWyrmsHeart matches=0; no POST-BATCH-Y gate crossed.","Candidate discovery CSV still imported successfully; targeted DecoWyrmsHeart source scan passed; serializer diff scan showed no serialization changes; forbidden-surface scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warning only; generated root build artifacts restored.","Pending focused SOURCE-BATCH-143 batch commit.","2026-06-28T10:36:49-05:00","Closed. The source-batch-119-candidate-discovery.csv implementation queue is exhausted; SOURCE-BATCH-144+ requires fresh candidate discovery."
"SOURCE-BATCH-CONTROLLER","144","SOURCE-BATCH-144","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-144 discovered a fresh non-gated queue and implemented SB144-CAND-001 CorpseChest stale/null/mobile/source-container guards while preserving delayed-fill loot behavior, luck bonus behavior, serialization, and layout behavior.","None. Candidate discovery is recorded in source-batch-144-candidate-discovery.csv and source-batch-144-candidate-discovery-closeout.md; source batch closeout is recorded in source-batch-144-corpsechest-guard-repair-closeout.md.","CorpseChest.cs gate hits=0; active overlay CorpseChest matches=0; no POST-BATCH-Y gate crossed.","Candidate discovery CSV imported successfully; targeted CorpseChest source scan passed; serializer diff scan showed no serialization changes; forbidden-surface scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warning only; generated root build artifacts restored.","Pending focused SOURCE-BATCH-144 batch commit.","2026-06-28T10:48:07-05:00","Closed. SOURCE-BATCH-145+ remains pending the next concrete non-gated source target from source-batch-144-candidate-discovery.csv."
"SOURCE-BATCH-CONTROLLER","145","SOURCE-BATCH-145","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-145 implemented SB144-CAND-002 CorpseSailor stale/null/mobile/source-container guards while preserving delayed-fill loot behavior, luck bonus behavior, serialization, and layout behavior.","None. Source batch closeout is recorded in source-batch-145-corpsesailor-guard-repair-closeout.md.","CorpseSailor.cs gate hits=0; active overlay CorpseSailor matches=0; no POST-BATCH-Y gate crossed.","Candidate discovery CSV still imported successfully; targeted CorpseSailor source scan passed; serializer diff scan showed no serialization changes; forbidden-surface scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warning only; generated root build artifacts restored.","Pending focused SOURCE-BATCH-145 batch commit.","2026-06-28T10:52:39-05:00","Closed. SOURCE-BATCH-146+ remains pending the next concrete non-gated source target from source-batch-144-candidate-discovery.csv."
"SOURCE-BATCH-CONTROLLER","146","SOURCE-BATCH-146","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-146 implemented SB144-CAND-003 LootBag stale/null/mobile/source-container guards while preserving delayed-fill loot behavior, luck bonus behavior, serialization, and layout behavior.","None. Source batch closeout is recorded in source-batch-146-lootbag-guard-repair-closeout.md.","LootBag.cs gate hits=0; active overlay LootBag matches=0; no POST-BATCH-Y gate crossed.","Candidate discovery CSV still imported successfully; targeted LootBag source scan passed; serializer diff scan showed no serialization changes; forbidden-surface scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warning only; generated root build artifacts restored.","Pending focused SOURCE-BATCH-146 batch commit.","2026-06-28T10:56:21-05:00","Closed. SOURCE-BATCH-147+ remains pending the next concrete non-gated source target from source-batch-144-candidate-discovery.csv."
"SOURCE-BATCH-CONTROLLER","147","SOURCE-BATCH-147","Committed","SourceBatchCommitted","No","Yes","SOURCE-BATCH-147 implemented SB144-CAND-004 LootChest stale/null/mobile/source-container guards while preserving delayed-fill loot behavior, luck bonus behavior, serialization, and layout behavior.","None. Source batch closeout is recorded in source-batch-147-lootchest-guard-repair-closeout.md.","LootChest.cs gate hits=0; active overlay LootChest matches=0; no POST-BATCH-Y gate crossed.","Candidate discovery CSV still imported successfully; targeted LootChest source scan passed; serializer diff scan showed no serialization changes; forbidden-surface scan showed no command/hook/gump/timer/packet/region/startup/project/XML/config/data/reorganization changes; Server.csproj Debug/x86 build passed; compile-only runtime verification passed; git diff --check passed with expected LF-to-CRLF warning only; generated root build artifacts restored.","Pending focused SOURCE-BATCH-147 batch commit.","2026-06-28T10:59:59-05:00","Closed. SOURCE-BATCH-148+ remains pending the next concrete non-gated source target from source-batch-144-candidate-discovery.csv."
