"Id","AuditId","Priority","Status","System","Capability","Decision","RecommendedSurface","Files","Evidence","Risk","ContentBrief","SpoilerBoundary","AcceptanceTest","RuntimeOwnerCheck","Notes"
"IGDB-0037","IGD-SYS-custom-xmlspawner","P2","Ready","Custom:XMLSpawner","Current source boundary: Custom:XMLSpawner","RefreshExisting","Help","Data/Scripts/Custom/XMLSpawner/BaseXmlSpawner.cs;Data/Scripts/Custom/XMLSpawner/Gumps/XmlSpawnerGumps.cs;Data/Scripts/Custom/XMLSpawner/ItemFlags.cs;Data/Scripts/Custom/XMLSpawner/PacketHandlerOverrides.cs;Data/Scripts/Custom/XMLSpawner/Wands/BaseWand.cs;Data/Scripts/Custom/XMLSpawner/Wands/ClumsyWand.cs;Data/Scripts/Custom/XMLSpawner/Wands/FeebleWand.cs;Data/Scripts/Custom/XMLSpawner/Wands/FireballWand.cs;Data/Scripts/Custom/XMLSpawner/Wands/GreaterHealWand.cs;Data/Scripts/Custom/XMLSpawner/Wands/HarmWand.cs;Data/Scripts/Custom/XMLSpawner/Wands/HealWand.cs;Data/Scripts/Custom/XMLSpawner/Wands/IDWand.cs;Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs;Data/Scripts/Custom/XMLSpawner/XmlQuest/XmlQuestLeaders.cs;Data/Scripts/Custom/XMLSpawner/XmlQuest/XmlQuestPoints.cs;Data/Scripts/Custom/XMLSpawner/XmlUtils/WhatIsIt.cs","133 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium: a direct Player-access command is undiscoverable unless listed or taught at its point of need.","Reconcile the Player-access commands in this bucket with the Help command list and system-specific teaching.","Do not enumerate ordinary content variants or reveal locations and solutions.","An ordinary player can discover each command, syntax, prerequisites, and safe outcome entirely in game.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary row promoted because current source registers Player-access commands."
"IGDB-0038","IGD-SYS-items-food","P2","Ready","Items:Food","Current source boundary: Items:Food","RefreshExisting","Help","Data/Scripts/Items/Food/Asian.cs;Data/Scripts/Items/Food/BakedBread.cs;Data/Scripts/Items/Food/Beverage.cs;Data/Scripts/Items/Food/BeverageEmpty.cs;Data/Scripts/Items/Food/BloodDrink.cs;Data/Scripts/Items/Food/Bowls.cs;Data/Scripts/Items/Food/CookableFood.cs;Data/Scripts/Items/Food/Cooking.cs;Data/Scripts/Items/Food/Food.cs;Data/Scripts/Items/Food/FreshBrain.cs;Data/Scripts/Items/Food/HitsDecay.cs;Data/Scripts/Items/Food/Hunger.cs","18 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium: a direct Player-access command is undiscoverable unless listed or taught at its point of need.","Reconcile the Player-access commands in this bucket with the Help command list and system-specific teaching.","Do not enumerate ordinary content variants or reveal locations and solutions.","An ordinary player can discover each command, syntax, prerequisites, and safe outcome entirely in game.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary row promoted because current source registers Player-access commands."
"IGDB-0039","IGD-SYS-items-magical","P2","Ready","Items:Magical","Current source boundary: Items:Magical","RefreshExisting","Help","Data/Scripts/Items/Magical/ArtifactBuilder.cs;Data/Scripts/Items/Magical/ArtifactManual.cs;Data/Scripts/Items/Magical/Artifacts/Artifact_AbysmalGloves.cs;Data/Scripts/Items/Magical/Artifacts/Artifact_AchillesShield.cs;Data/Scripts/Items/Magical/Artifacts/Artifact_AchillesSpear.cs;Data/Scripts/Items/Magical/Artifacts/Artifact_AcidProofRobe.cs;Data/Scripts/Items/Magical/Artifacts/Artifact_Aegis.cs;Data/Scripts/Items/Magical/Artifacts/Artifact_AegisOfGrace.cs;Data/Scripts/Items/Magical/Artifacts/Artifact_AilricsLongbow.cs;Data/Scripts/Items/Magical/Artifacts/Artifact_AlchemistsBauble.cs;Data/Scripts/Items/Magical/Artifacts/Artifact_ANecromancerShroud.cs;Data/Scripts/Items/Magical/Artifacts/Artifact_AngelicEmbrace.cs;Data/Scripts/Items/Magical/God/Commands/ItemExpCommand.cs","1179 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium: a direct Player-access command is undiscoverable unless listed or taught at its point of need.","Reconcile the Player-access commands in this bucket with the Help command list and system-specific teaching.","Do not enumerate ordinary content variants or reveal locations and solutions.","An ordinary player can discover each command, syntax, prerequisites, and safe outcome entirely in game.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary row promoted because current source registers Player-access commands."
"IGDB-0040","IGD-SYS-items-misc","P2","Ready","Items:Misc","Current source boundary: Items:Misc","RefreshExisting","Help","Data/Scripts/Items/Misc/AcidSlime.cs;Data/Scripts/Items/Misc/AltarGods.cs;Data/Scripts/Items/Misc/ArcaneGem.cs;Data/Scripts/Items/Misc/BankCheck.cs;Data/Scripts/Items/Misc/Beeswax.cs;Data/Scripts/Items/Misc/Blocker.cs;Data/Scripts/Items/Misc/Blood.cs;Data/Scripts/Items/Misc/Bodies/BodyParts.cs;Data/Scripts/Items/Misc/Bodies/BonePile.cs;Data/Scripts/Items/Misc/Bodies/Corpses/Corpse.cs;Data/Scripts/Items/Misc/Bodies/Corpses/CorpseNameAttribute.cs;Data/Scripts/Items/Misc/Bodies/Corpses/DecayedCorpse.cs;Data/Scripts/Items/Misc/Games/LiarsDice/DiceCommand.cs","146 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium: a direct Player-access command is undiscoverable unless listed or taught at its point of need.","Reconcile the Player-access commands in this bucket with the Help command list and system-specific teaching.","Do not enumerate ordinary content variants or reveal locations and solutions.","An ordinary player can discover each command, syntax, prerequisites, and safe outcome entirely in game.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary row promoted because current source registers Player-access commands."
"IGDB-0041","IGD-CAP-boss-taming-restrictions","P2","Ready","Mobiles:Bosses","Boss and prison-scaled creature taming restrictions","RefreshExisting","ContextualFeedback","Data/Scripts/Custom/Mobiles/Dragons/DarkDragonAvatar.cs;Data/Scripts/Custom/Mobiles/Dragons/DragonHydra.cs;Data/Scripts/Quests/Summon/SummonPrison.cs","Current filesystem and named symbols reviewed by the audit generator.","Medium: players may spend substantial time preparing for a tame that the system intentionally forbids.","Ensure the taming attempt gives a clear non-spoiling reason or category rule; optionally mention boss-class exclusions in the taming Library reference.","Do not enumerate every boss or reveal spawn locations.","Attempt taming on representative boss, scaled prison, ordinary wild, and existing previously tamed creatures; confirm feedback and compatibility.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.",""
"IGDB-0042","IGD-CAP-race-creature-character-options","P2","Ready","System:Misc","Race and creature-character creation or transformation options","RefreshExisting","LibraryReference","Data/Scripts/System/Misc/Settings.cs;Info/settings.xml","Current filesystem and named symbols reviewed by the audit generator.","Medium to high: identity and persistent character choices need clear permanence, restrictions, and recovery rules.","Explain available choices, permanence, eligibility, equipment/body implications, and recovery or reversal without exposing staff-only configuration.","Do not reveal hidden transformation acquisition locations.","Exercise each enabled option on disposable staging characters, including save/restart and invalid/repeat use.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.",""
"IGDB-0043","IGD-SYS-system-obsolete","P2","Ready","System:Obsolete","Current source boundary: System:Obsolete","RefreshExisting","Help","Data/Scripts/System/Obsolete/GardenTool.cs;Data/Scripts/System/Obsolete/Herbalism.cs;Data/Scripts/System/Obsolete/HerbalistCauldron.cs;Data/Scripts/System/Obsolete/MixingCauldron.cs;Data/Scripts/System/Obsolete/Obsolete.cs;Data/Scripts/System/Obsolete/Pegasus.cs;Data/Scripts/System/Obsolete/PlantHerbalism.cs;Data/Scripts/System/Obsolete/Sphinx.cs;Data/Scripts/System/Obsolete/SurgeonsKnife.cs","9 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium: a direct Player-access command is undiscoverable unless listed or taught at its point of need.","Reconcile the Player-access commands in this bucket with the Help command list and system-specific teaching.","Do not enumerate ordinary content variants or reveal locations and solutions.","An ordinary player can discover each command, syntax, prerequisites, and safe outcome entirely in game.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary row promoted because current source registers Player-access commands."
"IGDB-0044","IGD-CAP-dungeon-difficulty-help","P2","Ready","System:Regions","Dungeon difficulty levels and region feedback","RefreshExisting","Help","Data/Scripts/System/Help/Gumps/HelpGump.cs;Data/System/XML/Regions.xml","Current filesystem and named symbols reviewed by the audit generator.","Medium to high: stale danger tiers can lead to avoidable death and loss.","Reconcile every displayed difficulty name and consequence with current Regions.xml and source behavior; route secrets to world clues.","Describe danger tiers, not exact monster or treasure placements.","Enter representative regions at each difficulty and compare displayed help, entry feedback, and actual modifiers.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.",""
"IGDB-0045","IGD-CAP-searching-hiding-stealth","P2","Ready","System:Skills","Searching, Hiding, Stealth, reveal tools, and detection interactions","Incorporate","LibraryReference","Data/Scripts/System/Skills/Hiding.cs;Data/Scripts/System/Skills/Searching.cs;Data/Scripts/System/Skills/Stealth.cs","Current filesystem and named symbols reviewed by the audit generator.","Medium: layered detection, armor restrictions, ranges, and consumable tools are difficult to infer and can affect PvP or item loss.","Add a concise mechanics reference for ordinary search, hiding/stealth restrictions, reveal interactions, tracking, and specialized detection tools.","Explain mechanics and tool categories without publishing hidden locations or encounter solutions.","Use ordinary and edge-case skill values, armor, ranges, tools, and abilities in staging; compare every claim to current source.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.",""
"IGDB-0046","IGD-DOC-docs-wiki-animal-shape-stones-md","P3","Ready","CanonicalWiki:Combat, Magic, And Character Progression","Animal Shape Stones","Incorporate","LibraryReference","Data/Scripts/Custom/AnimalSystem/ShapeShiftStones/;Data/Scripts/Custom/AnimalSystem/ShapeShiftStones/DragonShapeChangeStone-body.cs;Data/Scripts/Custom/AnimalSystem/ShapeShiftStones/FaeryShapeChangeStone.cs;Data/Scripts/Custom/AnimalSystem/ShapeShiftStones/FelinusShapeChangeStone.cs;Data/Scripts/Custom/AnimalSystem/ShapeShiftStones/RatShapeChangeStone.cs;Data/Scripts/Custom/AnimalSystem/ShapeShiftStones/WolvenShapeChangeStone.cs;Data/Scripts/Scripts.csproj","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Medium: the external reference describes a substantial player capability that is not yet proven reachable in game.","Adapt the source-verified essentials from Animal Shape Stones into the shard's established in-game teaching surfaces.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0047","IGD-DOC-docs-wiki-barbaric-play-style-md","P3","Ready","CanonicalWiki:Combat, Magic, And Character Progression","Barbaric Play Style","Incorporate","LibraryReference","Data/Scripts/Items/Special/BarbaricSatchel.cs;Data/Scripts/Mobiles/Base/PlayerMobile.cs;Data/Scripts/Mobiles/Base/PlayerSettings.cs;Data/Scripts/Scripts.csproj;Data/Scripts/System/Commands/Player/PlayBarbaric.cs;Data/Scripts/System/Help/Gumps/HelpGump.cs;Data/Scripts/System/Misc/Players.cs;Data/System/Source/Skills.cs","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Medium: the external reference describes a substantial player capability that is not yet proven reachable in game.","Adapt the source-verified essentials from Barbaric Play Style into the shard's established in-game teaching surfaces.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0048","IGD-DOC-docs-wiki-bard-song-magic-md","P3","Ready","CanonicalWiki:Combat, Magic, And Character Progression","Bard Song Magic","Incorporate","LibraryReference","Data/Scripts/Magic/Bard/Spells/","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Medium: the external reference describes a substantial player capability that is not yet proven reachable in game.","Adapt the source-verified essentials from Bard Song Magic into the shard's established in-game teaching surfaces.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0049","IGD-DOC-docs-wiki-bushido-md","P3","Ready","CanonicalWiki:Combat, Magic, And Character Progression","Bushido","Incorporate","LibraryReference","Data/Scripts/Magic/Bushido/","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Medium: the external reference describes a substantial player capability that is not yet proven reachable in game.","Adapt the source-verified essentials from Bushido into the shard's established in-game teaching surfaces.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0050","IGD-DOC-docs-wiki-death-knight-magic-md","P3","Ready","CanonicalWiki:Combat, Magic, And Character Progression","Death Knight Magic","Incorporate","LibraryReference","","Canonical external topic retained as a candidate; no current source path is asserted.","Medium: the external reference describes a substantial player capability that is not yet proven reachable in game.","Adapt the source-verified essentials from Death Knight Magic into the shard's established in-game teaching surfaces.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0051","IGD-DOC-docs-wiki-druidism-md","P3","Ready","CanonicalWiki:Combat, Magic, And Character Progression","Druidism","Incorporate","LibraryReference","","Canonical external topic retained as a candidate; no current source path is asserted.","Medium: the external reference describes a substantial player capability that is not yet proven reachable in game.","Adapt the source-verified essentials from Druidism into the shard's established in-game teaching surfaces.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0052","IGD-DOC-docs-wiki-elementalism-md","P3","Ready","CanonicalWiki:Combat, Magic, And Character Progression","Elementalism","Incorporate","LibraryReference","","Canonical external topic retained as a candidate; no current source path is asserted.","Medium: the external reference describes a substantial player capability that is not yet proven reachable in game.","Adapt the source-verified essentials from Elementalism into the shard's established in-game teaching surfaces.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0053","IGD-DOC-docs-wiki-enchantments-md","P3","Ready","CanonicalWiki:Combat, Magic, And Character Progression","Enchantments","Incorporate","LibraryReference","","Canonical external topic retained as a candidate; no current source path is asserted.","Medium: the external reference describes a substantial player capability that is not yet proven reachable in game.","Adapt the source-verified essentials from Enchantments into the shard's established in-game teaching surfaces.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0054","IGD-DOC-docs-wiki-holy-man-magic-md","P3","Ready","CanonicalWiki:Combat, Magic, And Character Progression","Holy Man Magic","Incorporate","LibraryReference","","Canonical external topic retained as a candidate; no current source path is asserted.","Medium: the external reference describes a substantial player capability that is not yet proven reachable in game.","Adapt the source-verified essentials from Holy Man Magic into the shard's established in-game teaching surfaces.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0055","IGD-DOC-docs-wiki-jedi-magic-md","P3","Ready","CanonicalWiki:Combat, Magic, And Character Progression","Jedi Magic","Incorporate","LibraryReference","","Canonical external topic retained as a candidate; no current source path is asserted.","Medium: the external reference describes a substantial player capability that is not yet proven reachable in game.","Adapt the source-verified essentials from Jedi Magic into the shard's established in-game teaching surfaces.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0056","IGD-DOC-docs-wiki-jester-magic-md","P3","Ready","CanonicalWiki:Combat, Magic, And Character Progression","Jester Magic","Incorporate","LibraryReference","","Canonical external topic retained as a candidate; no current source path is asserted.","Medium: the external reference describes a substantial player capability that is not yet proven reachable in game.","Adapt the source-verified essentials from Jester Magic into the shard's established in-game teaching surfaces.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0057","IGD-DOC-docs-wiki-knight-chivalry-md","P3","Ready","CanonicalWiki:Combat, Magic, And Character Progression","Knight Chivalry","Incorporate","LibraryReference","Data/Scripts/Magic/Knight/","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Medium: the external reference describes a substantial player capability that is not yet proven reachable in game.","Adapt the source-verified essentials from Knight Chivalry into the shard's established in-game teaching surfaces.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0058","IGD-DOC-docs-wiki-mage-spellcasting-tips-md","P3","Ready","CanonicalWiki:Combat, Magic, And Character Progression","Mage Spellcasting Tips","Incorporate","LibraryReference","Data/Scripts/Items/Wands/;Data/Scripts/Items/Wands/BaseMagicStaff.cs;Data/Scripts/Magic/Base/ForgetfulGem.cs;Data/Scripts/Magic/Base/Spell.cs;Data/Scripts/Magic/Magery/Magery 1st/CreateFood.cs;Data/Scripts/Magic/Magery/Magery 2nd/RemoveTrap.cs;Data/Scripts/Magic/Magery/Magery 3rd/Telekinesis.cs;Data/Scripts/Magic/Magery/Magery 6th/Reveal.cs;Data/Scripts/Mobiles/Base/PlayerMobile.cs;Data/Scripts/Mobiles/Civilized/Vendors/Mage.cs;Data/Scripts/System/Commands/Player/MyChat.cs;Data/Scripts/System/Commands/Player/SpellBarsCommands.cs;Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs;Data/Scripts/System/Commands/Player/SpellBarsFunctions.cs;Data/Scripts/System/Commands/Player/SpellBarsManage.cs;Data/Scripts/System/Help/Gumps/HelpGump.cs;Data/Scripts/System/Misc/Talk.cs","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Medium: the external reference describes a substantial player capability that is not yet proven reachable in game.","Adapt the source-verified essentials from Mage Spellcasting Tips into the shard's established in-game teaching surfaces.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0059","IGD-DOC-docs-wiki-magery-spell-system-md","P3","Ready","CanonicalWiki:Combat, Magic, And Character Progression","Magery Spell System","Incorporate","LibraryReference","Data/Scripts/Magic/Base/Initializer.cs;Data/Scripts/Magic/Base/Spell.cs;Data/Scripts/Magic/Base/SpellHelper.cs;Data/Scripts/Magic/Magery/;Data/Scripts/Magic/Magery/Magery 1st/;Data/Scripts/Magic/Magery/MagerySpell.cs;Data/Scripts/Magic/Magery/Scrolls/First Circle/;Data/Scripts/Magic/Magery/Scrolls/SpellScroll.cs;Data/Scripts/Magic/Magery/Spellbook.cs","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Medium: the external reference describes a substantial player capability that is not yet proven reachable in game.","Adapt the source-verified essentials from Magery Spell System into the shard's established in-game teaching surfaces.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0060","IGD-DOC-docs-wiki-misc-magic-spells-md","P3","Ready","CanonicalWiki:Combat, Magic, And Character Progression","Misc Magic Spells","Incorporate","LibraryReference","Data/Scripts/Custom/ThirdParty/OmniAI/OmniAI Magery.cs;Data/Scripts/Items/Magical/Artifacts/Artifact_GandalfsStaff.cs;Data/Scripts/Items/Magical/Artifacts/Artifact_StaffofSnakes.cs;Data/Scripts/Items/Magical/HydraTooth.cs;Data/Scripts/Magic/Misc/;Data/Scripts/Magic/Misc/AttackSpells.cs;Data/Scripts/Magic/Misc/BaseMagicObject.cs;Data/Scripts/Magic/Misc/IdentifySpell.cs;Data/Scripts/Magic/Misc/MagicalSpell.cs;Data/Scripts/Magic/Misc/MagicCastingItems.cs;Data/Scripts/Magic/Misc/MagicObjectTarget.cs;Data/Scripts/Magic/Misc/RuneMagic.cs;Data/Scripts/Magic/Misc/SummonDragonSpell.cs;Data/Scripts/Magic/Misc/SummonSkeleton.cs;Data/Scripts/Magic/Misc/SummonSnakesSpell.cs;Data/Scripts/Magic/Misc/ThorLightningSpell.cs;Data/Scripts/Magic/Misc/TravelSpell.cs;Data/Scripts/Mobiles/Base/Behavior.cs;Data/Scripts/System/Gumps/RunebookGump.cs","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Medium: the external reference describes a substantial player capability that is not yet proven reachable in game.","Adapt the source-verified essentials from Misc Magic Spells into the shard's established in-game teaching surfaces.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0061","IGD-DOC-docs-wiki-mystic-magic-md","P3","Ready","CanonicalWiki:Combat, Magic, And Character Progression","Mystic Magic","Incorporate","LibraryReference","","Canonical external topic retained as a candidate; no current source path is asserted.","Medium: the external reference describes a substantial player capability that is not yet proven reachable in game.","Adapt the source-verified essentials from Mystic Magic into the shard's established in-game teaching surfaces.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0062","IGD-DOC-docs-wiki-necromancy-md","P3","Ready","CanonicalWiki:Combat, Magic, And Character Progression","Necromancy","Incorporate","LibraryReference","Data/Scripts/Magic/Necromancy","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Medium: the external reference describes a substantial player capability that is not yet proven reachable in game.","Adapt the source-verified essentials from Necromancy into the shard's established in-game teaching surfaces.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0063","IGD-DOC-docs-wiki-ninjitsu-md","P3","Ready","CanonicalWiki:Combat, Magic, And Character Progression","Ninjitsu","Incorporate","LibraryReference","","Canonical external topic retained as a candidate; no current source path is asserted.","Medium: the external reference describes a substantial player capability that is not yet proven reachable in game.","Adapt the source-verified essentials from Ninjitsu into the shard's established in-game teaching surfaces.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0064","IGD-DOC-docs-wiki-research-magic-md","P3","Ready","CanonicalWiki:Combat, Magic, And Character Progression","Research Magic","Incorporate","LibraryReference","","Canonical external topic retained as a candidate; no current source path is asserted.","Medium: the external reference describes a substantial player capability that is not yet proven reachable in game.","Adapt the source-verified essentials from Research Magic into the shard's established in-game teaching surfaces.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0065","IGD-DOC-docs-wiki-shinobi-magic-md","P3","Ready","CanonicalWiki:Combat, Magic, And Character Progression","Shinobi Magic","Incorporate","LibraryReference","","Canonical external topic retained as a candidate; no current source path is asserted.","Medium: the external reference describes a substantial player capability that is not yet proven reachable in game.","Adapt the source-verified essentials from Shinobi Magic into the shard's established in-game teaching surfaces.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0066","IGD-DOC-docs-wiki-skill-stone-md","P3","Ready","CanonicalWiki:Combat, Magic, And Character Progression","Skill Stone","Incorporate","LibraryReference","Data/Scripts/Custom/Skill Stone/SkillStone.cs;Data/Scripts/Scripts.csproj","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Medium: the external reference describes a substantial player capability that is not yet proven reachable in game.","Adapt the source-verified essentials from Skill Stone into the shard's established in-game teaching surfaces.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0067","IGD-DOC-docs-wiki-syth-magic-md","P3","Ready","CanonicalWiki:Combat, Magic, And Character Progression","Syth Magic","Incorporate","LibraryReference","","Canonical external topic retained as a candidate; no current source path is asserted.","Medium: the external reference describes a substantial player capability that is not yet proven reachable in game.","Adapt the source-verified essentials from Syth Magic into the shard's established in-game teaching surfaces.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
"IGDB-0068","IGD-DOC-docs-wiki-witchcraft-md","P3","Ready","CanonicalWiki:Combat, Magic, And Character Progression","Witchcraft","Incorporate","LibraryReference","","Canonical external topic retained as a candidate; no current source path is asserted.","Medium: the external reference describes a substantial player capability that is not yet proven reachable in game.","Adapt the source-verified essentials from Witchcraft into the shard's established in-game teaching surfaces.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","The wiki is research evidence only and does not count as in-game coverage."
