"CommentTargetId","SourceFindingId","Track","File","Class","Location","CommentType","Reason","DraftComment","SourcePhase","Status","Evidence"
"P10-COM-0165","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Vendor/CityContractOfEmployment.cs","Server.Items.CityContractOfEmployment","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L22;Deserialize:L29;SerialCtor:L19;VersionWrite:L26;VersionRead:L33"
"P10-COM-0166","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Vendor/CityLandLord.cs","Server.Mobiles.CityLandLord","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L262;Deserialize:L273;SerialCtor:L259;VersionWrite:L265;VersionRead:L276"
"P10-COM-0167","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Vendor/CityManager.cs","Server.Mobiles.CityManager","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L151;Deserialize:L158;SerialCtor:L148;VersionWrite:L155;VersionRead:L162"
"P10-COM-0168","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Vendor/CityPlayerVendor.cs","Server.Mobiles.CityPlayerVendor","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L158;Deserialize:L171;SerialCtor:L155;VersionWrite:L162;VersionRead:L175"
"P10-COM-0169","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Vendor/CityPlayerVendor.cs","Server.Mobiles.CityVendorBackpack","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L42;Deserialize:L49;SerialCtor:L39;VersionWrite:L46;VersionRead:L53"
"P10-COM-0170","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Vendor/CityRentedVendor.cs","Server.Mobiles.CityRentedVendor","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L260;Deserialize:L280;SerialCtor:L56"
"P10-COM-0171","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Invasion System/Add Ins/Metal Assemblies/ASSEMBLY/BaseAssembly.cs","Server.Mobiles.BaseAssembly","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L100;Deserialize:L109;SerialCtor:L97;VersionWrite:L103;VersionRead:L112"
"P10-COM-0172","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Invasion System/Add Ins/TrashPiles.cs","Server.Items.BaseTrash","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L331;Deserialize:L345;SerialCtor:L328;VersionWrite:L334;VersionRead:L348"
"P10-COM-0173","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Invasion System/Stones/GargoyleCityInvasionStone.cs","Server.Items.GargoyleCityInvasionStone","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L82;Deserialize:L89;SerialCtor:L79;VersionWrite:L86;VersionRead:L93"
"P10-COM-0174","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Civilized/GraveRobber.cs","Server.Custom.Confictura.Mobiles.GraveRobber","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L47;Deserialize:L53;SerialCtor:L42;VersionWrite:L50"
"P10-COM-0175","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Civilized/Malachi.cs","Server.Custom.Confictura.Mobiles.Malachi","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L38;Deserialize:L44;SerialCtor:L33;VersionWrite:L41"
"P10-COM-0176","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Civilized/RangerOfTheBritainMilitia.cs","Server.Custom.Confictura.Mobiles.RangerOfTheBritainMilitia","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L33;Deserialize:L39;SerialCtor:L28;VersionWrite:L36"
"P10-COM-0177","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Constructs/CursedAdventurer.cs","Server.Custom.Confictura.Mobiles.CursedAdventurer","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L40;Deserialize:L46;SerialCtor:L35;VersionWrite:L43"
"P10-COM-0178","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Constructs/DiosMonster.cs","Server.Custom.Confictura.Mobiles.DiosMonster","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L41;Deserialize:L47;SerialCtor:L36;VersionWrite:L44"
"P10-COM-0179","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Constructs/FinalExodus.cs","Server.Custom.Confictura.Mobiles.FinalExodus","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L61;Deserialize:L67;SerialCtor:L56;VersionWrite:L64"
"P10-COM-0180","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Constructs/ManaGolem.cs","Server.Custom.Confictura.Mobiles.ManaGolem","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L38;Deserialize:L44;SerialCtor:L33;VersionWrite:L41"
"P10-COM-0181","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Constructs/TombWarden.cs","Server.Custom.Confictura.Mobiles.TombWarden","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L39;Deserialize:L45;SerialCtor:L34;VersionWrite:L42"
"P10-COM-0182","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Cultists/DarkCultist.cs","Server.Custom.Confictura.Mobiles.DarkCultist","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L37;Deserialize:L43;SerialCtor:L32;VersionWrite:L40"
"P10-COM-0183","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Cultists/DarkCultistApprentice.cs","Server.Custom.Confictura.Mobiles.DarkCultistApprentice","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L37;Deserialize:L43;SerialCtor:L32;VersionWrite:L40"
"P10-COM-0184","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Cultists/DarkDragonCultist.cs","Server.Custom.Confictura.Mobiles.DarkDragonCultist","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L38;Deserialize:L44;SerialCtor:L33;VersionWrite:L41"
"P10-COM-0185","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Daemons/FallenAngel.cs","Server.Custom.Confictura.Mobiles.FallenAngel","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L47;Deserialize:L53;SerialCtor:L42;VersionWrite:L50"
"P10-COM-0186","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Daemons/GuardianOfTheUnderworld.cs","Server.Custom.Confictura.Mobiles.GuardianOfTheUnderworld","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L38;Deserialize:L44;SerialCtor:L33;VersionWrite:L41"
"P10-COM-0187","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Daemons/PlagueGod.cs","Server.Custom.Confictura.Mobiles.PlagueGod","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L46;Deserialize:L52;SerialCtor:L41;VersionWrite:L49"
"P10-COM-0188","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Daemons/TombPest.cs","Server.Custom.Confictura.Mobiles.TombPest","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L47;Deserialize:L53;SerialCtor:L42;VersionWrite:L50"
"P10-COM-0189","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Dragons/DarkDragonAvatar.cs","Server.Custom.Confictura.Mobiles.DarkDragonAvatar","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L66;Deserialize:L72;SerialCtor:L61;VersionWrite:L69"
"P10-COM-0190","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Dragons/DragonHydra.cs","Server.Custom.Confictura.Mobiles.DragonHydra","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L44;Deserialize:L50;SerialCtor:L39;VersionWrite:L47"
"P10-COM-0191","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Dragons/DragonIllusion.cs","Server.Custom.Confictura.Mobiles.DragonIllusion","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L38;Deserialize:L44;SerialCtor:L33;VersionWrite:L41"
"P10-COM-0192","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Dragons/Wyrmling.cs","Server.Custom.Confictura.Mobiles.Wyrmling","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L36;Deserialize:L42;SerialCtor:L31;VersionWrite:L39"
"P10-COM-0193","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Elementals/FireIllusion.cs","Server.Custom.Confictura.Mobiles.FireIllusion","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L38;Deserialize:L44;SerialCtor:L33;VersionWrite:L41"
"P10-COM-0194","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Elementals/FireKing.cs","Server.Custom.Confictura.Mobiles.FireKing","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L41;Deserialize:L47;SerialCtor:L36;VersionWrite:L44"
"P10-COM-0195","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Elementals/FireServant.cs","Server.Custom.Confictura.Mobiles.FireServant","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L36;Deserialize:L42;SerialCtor:L31;VersionWrite:L39"
"P10-COM-0196","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Elementals/FireSpirit.cs","Server.Custom.Confictura.Mobiles.FireSpirit","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L37;Deserialize:L43;SerialCtor:L32;VersionWrite:L40"
"P10-COM-0197","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Elementals/Geode.cs","Server.Custom.Confictura.Mobiles.Geode","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L39;Deserialize:L45;SerialCtor:L34;VersionWrite:L42"
"P10-COM-0198","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Elementals/GrumpyEarthSpirit.cs","Server.Custom.Confictura.Mobiles.GrumpyEarthSpirit","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L36;Deserialize:L42;SerialCtor:L31;VersionWrite:L39"
"P10-COM-0199","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Elementals/SkySpirit.cs","Server.Custom.Confictura.Mobiles.SkySpirit","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L42;Deserialize:L48;SerialCtor:L37;VersionWrite:L45"
"P10-COM-0200","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Goliaths/Atlas.cs","Server.Custom.Confictura.Mobiles.Atlas","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L38;Deserialize:L44;SerialCtor:L33;VersionWrite:L41"
"P10-COM-0201","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Goliaths/CyclopsIntruder.cs","Server.Custom.Confictura.Mobiles.CyclopsIntruder","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L34;Deserialize:L40;SerialCtor:L29;VersionWrite:L37"
"P10-COM-0202","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Goliaths/TwoFace.cs","Server.Custom.Confictura.Mobiles.TwoFace","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L44;Deserialize:L50;SerialCtor:L39;VersionWrite:L47"
"P10-COM-0203","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Kobolds/KoboldChief.cs","Server.Custom.Confictura.Mobiles.KoboldChief","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L33;Deserialize:L39;SerialCtor:L28;VersionWrite:L36"
"P10-COM-0204","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Kobolds/KoboldFootSoldier.cs","Server.Custom.Confictura.Mobiles.KoboldFootSoldier","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L35;Deserialize:L41;SerialCtor:L30;VersionWrite:L38"
"P10-COM-0205","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Kobolds/KoboldRingleader.cs","Server.Custom.Confictura.Mobiles.KoboldRingleader","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L45;Deserialize:L51;SerialCtor:L40;VersionWrite:L48"
"P10-COM-0206","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Minotaurs/MazeMinotaur.cs","Server.Custom.Confictura.Mobiles.MazeMinotaur","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L33;Deserialize:L39;SerialCtor:L28;VersionWrite:L36"
"P10-COM-0207","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Minotaurs/MazeMinotaurEast.cs","Server.Custom.Confictura.Mobiles.MazeMinotaurEast","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L34;Deserialize:L40;SerialCtor:L29;VersionWrite:L37"
"P10-COM-0208","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Minotaurs/MazeMinotaurSouth.cs","Server.Custom.Confictura.Mobiles.MazeMinotaurSouth","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L37;Deserialize:L43;SerialCtor:L32;VersionWrite:L40"
"P10-COM-0209","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Mystical/Archon.cs","Server.Custom.Confictura.Mobiles.Archon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L37;Deserialize:L43;SerialCtor:L32;VersionWrite:L40"
"P10-COM-0210","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Mystical/EternalGuardian.cs","Server.Custom.Confictura.Mobiles.EternalGuardian","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L67;Deserialize:L73;SerialCtor:L62;VersionWrite:L70"
"P10-COM-0211","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Mystical/Lovecraftian.cs","Server.Custom.Confictura.Mobiles.Lovecraftian","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L44;Deserialize:L50;SerialCtor:L39;VersionWrite:L47"
"P10-COM-0212","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Mystical/TrueVirtue.cs","Server.Custom.Confictura.Mobiles.TrueVirtue","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L38;Deserialize:L44;SerialCtor:L33;VersionWrite:L41"
"P10-COM-0213","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Pirates/CaptainSwag.cs","Server.Custom.Confictura.Mobiles.CaptainSwag","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L42;Deserialize:L48;SerialCtor:L37;VersionWrite:L45"
"P10-COM-0214","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Pirates/Pirate.cs","Server.Custom.Confictura.Mobiles.Pirate","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L34;Deserialize:L40;SerialCtor:L29;VersionWrite:L37"
"P10-COM-0215","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Pirates/Scallywag.cs","Server.Custom.Confictura.Mobiles.Scallywag","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L32;Deserialize:L38;SerialCtor:L27;VersionWrite:L35"
"P10-COM-0216","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Serpents/FireAngel.cs","Server.Custom.Confictura.Mobiles.FireAngel","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L37;Deserialize:L43;SerialCtor:L32;VersionWrite:L40"
"P10-COM-0217","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Serpents/ImmortalGenie.cs","Server.Custom.Confictura.Mobiles.ImmortalGenie","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L63;Deserialize:L69;SerialCtor:L58;VersionWrite:L66"
"P10-COM-0218","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Spiders/SpiderIllusion.cs","Server.Custom.Confictura.Mobiles.SpiderIllusion","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L38;Deserialize:L44;SerialCtor:L33;VersionWrite:L41"
"P10-COM-0219","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Spiders/Spiderling.cs","Server.Custom.Confictura.Mobiles.Spiderling","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L35;Deserialize:L41;SerialCtor:L30;VersionWrite:L38"
"P10-COM-0220","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Spiders/SpiderQueen.cs","Server.Custom.Confictura.Mobiles.SpiderQueen","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L34;Deserialize:L40;SerialCtor:L29;VersionWrite:L37"
"P10-COM-0221","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Titans/FalseEarthGod.cs","Server.Custom.Confictura.Mobiles.FalseEarthGod","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L38;Deserialize:L44;SerialCtor:L33;VersionWrite:L41"
"P10-COM-0222","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Mobiles/Titans/FalseFireGod.cs","Server.Custom.Confictura.Mobiles.FalseFireGod","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L36;Deserialize:L42;SerialCtor:L31;VersionWrite:L39"
